,TID,Time
0,23,26856
1,24,27163
2,25,27260
3,26,27314
4,27,27364
5,28,27367
6,29,27437
7,30,27441
8,31,27524
9,32,27583
10,33,27658
11,34,27661
12,35,27759
13,36,27804
14,37,27805
15,38,27810
16,39,27964
17,40,28216
18,41,28302
19,42,28304
20,43,28305
21,44,28310
22,45,28312
23,46,28313
24,47,28315
25,48,28319
26,49,28319
27,50,28411
28,51,28413
29,52,28474
30,53,28541
31,54,28609
32,55,28613
33,56,28662
34,57,28759
35,58,28823
36,59,28827
37,60,29074
38,61,29406
39,62,29493
40,63,29509
