,TID,Time
0,3,23212
1,4,23215
2,5,23260
3,6,23289
4,7,23303
5,8,23491
6,9,23608
7,10,23611
8,11,23714
9,12,23791
10,13,23793
11,14,24120
12,15,24296
13,16,24298
14,17,24669
15,18,24862
16,19,25010
17,20,25187
