,0,1
0,22557.0,0.0
1,22617.0,0.0
2,22677.0,0.0
3,22737.0,0.0
4,22797.0,0.0
5,22857.0,0.0
6,22917.0,0.0
7,22977.0,0.0
8,23037.0,0.0
9,23097.0,0.0
10,23157.0,1.0
11,23217.0,2.0
12,23277.0,1.0
13,23337.0,2.0
14,23397.0,0.0
15,23457.0,0.0
16,23517.0,1.0
17,23577.0,0.0
18,23637.0,2.0
19,23697.0,0.0
20,23757.0,1.0
21,23817.0,2.0
22,23877.0,0.0
23,23937.0,0.0
24,23997.0,0.0
25,24057.0,0.0
26,24117.0,0.0
27,24177.0,1.0
28,24237.0,0.0
29,24297.0,1.0
30,24357.0,1.0
31,24417.0,0.0
32,24477.0,0.0
33,24537.0,0.0
34,24597.0,0.0
35,24657.0,0.0
36,24717.0,1.0
37,24777.0,0.0
38,24837.0,0.0
39,24897.0,1.0
40,24957.0,0.0
41,25017.0,1.0
42,25077.0,0.0
43,25137.0,0.0
44,25197.0,1.0
45,25257.0,0.0
46,25317.0,0.0
47,25377.0,0.0
48,25437.0,0.0
49,25497.0,0.0
50,25557.0,0.0
51,25617.0,0.0
52,25677.0,0.0
53,25737.0,0.0
54,25797.0,0.0
55,25857.0,0.0
56,25917.0,0.0
57,25977.0,0.0
58,26037.0,0.0
59,26097.0,0.0
60,26157.0,0.0
61,26217.0,0.0
62,26277.0,1.0
63,26337.0,0.0
64,26397.0,0.0
65,26457.0,0.0
66,26517.0,0.0
67,26577.0,0.0
68,26637.0,0.0
69,26697.0,1.0
70,26757.0,0.0
71,26817.0,0.0
72,26877.0,1.0
73,26937.0,0.0
74,26997.0,0.0
75,27057.0,0.0
76,27117.0,0.0
77,27177.0,1.0
78,27237.0,0.0
79,27297.0,1.0
80,27357.0,1.0
81,27417.0,2.0
82,27477.0,2.0
83,27537.0,1.0
84,27597.0,1.0
85,27657.0,0.0
86,27717.0,2.0
87,27777.0,1.0
88,27837.0,3.0
89,27897.0,0.0
90,27957.0,0.0
91,28017.0,1.0
92,28077.0,0.0
93,28137.0,0.0
94,28197.0,0.0
95,28257.0,1.0
96,28317.0,7.0
97,28377.0,2.0
98,28437.0,2.0
99,28497.0,1.0
100,28557.0,1.0
101,28617.0,2.0
102,28677.0,1.0
103,28737.0,0.0
104,28797.0,1.0
105,28857.0,2.0
106,28917.0,0.0
107,28977.0,0.0
108,29037.0,0.0
109,29097.0,1.0
110,29157.0,0.0
111,29217.0,0.0
112,29277.0,0.0
113,29337.0,0.0
114,29397.0,0.0
115,29457.0,1.0
116,29517.0,2.0
117,29577.0,0.0
118,29637.0,0.0
119,29697.0,0.0
120,29757.0,0.0
121,29817.0,0.0
122,29877.0,0.0
123,29937.0,0.0
124,29997.0,0.0
125,30057.0,0.0
126,30117.0,0.0
127,30177.0,0.0
128,30237.0,0.0
129,30297.0,0.0
130,30357.0,0.0
131,30417.0,0.0
132,30477.0,0.0
133,30537.0,0.0
134,30597.0,0.0
135,30657.0,0.0
136,30717.0,0.0
137,30777.0,0.0
138,30837.0,0.0
139,30897.0,1.0
140,30957.0,1.0
141,31017.0,1.0
142,31077.0,0.0
143,31137.0,3.0
144,31197.0,2.0
145,31257.0,1.0
146,31317.0,1.0
147,31377.0,0.0
148,31437.0,0.0
149,31497.0,1.0
150,31557.0,1.0
151,31617.0,6.0
152,31677.0,0.0
153,31737.0,0.0
154,31797.0,1.0
155,31857.0,0.0
156,31917.0,2.0
157,31977.0,0.0
158,32037.0,1.0
159,32097.0,1.0
160,32157.0,5.0
161,32217.0,0.0
162,32277.0,1.0
163,32337.0,1.0
164,32397.0,0.0
165,32457.0,0.0
166,32517.0,1.0
167,32577.0,0.0
168,32637.0,2.0
169,32697.0,5.0
170,32757.0,0.0
171,32817.0,0.0
172,32877.0,0.0
173,32937.0,1.0
174,32997.0,0.0
175,33057.0,1.0
176,33117.0,0.0
177,33177.0,0.0
178,33237.0,0.0
179,33297.0,0.0
180,33357.0,0.0
181,33417.0,0.0
182,33477.0,0.0
183,33537.0,2.0
184,33597.0,2.0
185,33657.0,0.0
186,33717.0,0.0
187,33777.0,0.0
188,33837.0,0.0
189,33897.0,0.0
190,33957.0,0.0
191,34017.0,0.0
192,34077.0,0.0
193,34137.0,1.0
194,34197.0,0.0
195,34257.0,1.0
196,34317.0,0.0
197,34377.0,1.0
198,34437.0,1.0
199,34497.0,1.0
200,34557.0,1.0
201,34617.0,0.0
202,34677.0,0.0
203,34737.0,0.0
204,34797.0,0.0
205,34857.0,0.0
206,34917.0,0.0
207,34977.0,0.0
208,35037.0,0.0
209,35097.0,0.0
210,35157.0,0.0
211,35217.0,0.0
212,35277.0,0.0
213,35337.0,0.0
214,35397.0,0.0
215,35457.0,0.0
216,35517.0,0.0
217,35577.0,0.0
218,35637.0,0.0
219,35697.0,0.0
220,35757.0,0.0
221,35817.0,0.0
222,35877.0,0.0
223,35937.0,0.0
224,35997.0,0.0
225,36057.0,0.0
226,36117.0,0.0
227,36177.0,0.0
228,36237.0,0.0
229,36297.0,1.0
230,36357.0,0.0
231,36417.0,0.0
232,36477.0,3.0
233,36537.0,0.0
234,36597.0,0.0
235,36657.0,0.0
236,36717.0,0.0
237,36777.0,1.0
238,36837.0,0.0
239,36897.0,0.0
240,36957.0,2.0
241,37017.0,0.0
242,37077.0,1.0
243,37137.0,2.0
244,37197.0,0.0
245,37257.0,2.0
246,37317.0,1.0
247,37377.0,0.0
248,37437.0,0.0
249,37497.0,2.0
250,37557.0,0.0
251,37617.0,2.0
252,37677.0,0.0
253,37737.0,1.0
254,37797.0,1.0
255,37857.0,0.0
256,37917.0,0.0
257,37977.0,1.0
258,38037.0,2.0
259,38097.0,0.0
260,38157.0,0.0
261,38217.0,0.0
262,38277.0,0.0
263,38337.0,0.0
264,38397.0,2.0
265,38457.0,0.0
266,38517.0,2.0
267,38577.0,0.0
268,38637.0,1.0
269,38697.0,1.0
270,38757.0,0.0
271,38817.0,0.0
272,38877.0,0.0
273,38937.0,1.0
274,38997.0,0.0
275,39057.0,6.0
276,39117.0,0.0
277,39177.0,0.0
278,39237.0,1.0
279,39297.0,0.0
280,39357.0,0.0
281,39417.0,0.0
282,39477.0,3.0
283,39537.0,0.0
284,39597.0,2.0
285,39657.0,0.0
286,39717.0,1.0
287,39777.0,2.0
288,39837.0,0.0
289,39897.0,0.0
290,39957.0,0.0
291,40017.0,0.0
292,40077.0,0.0
293,40137.0,0.0
294,40197.0,0.0
295,40257.0,0.0
296,40317.0,0.0
297,40377.0,0.0
298,40437.0,0.0
299,40497.0,0.0
300,40557.0,0.0
301,40617.0,0.0
302,40677.0,0.0
303,40737.0,0.0
304,40797.0,0.0
305,40857.0,0.0
306,40917.0,0.0
307,40977.0,0.0
308,41037.0,0.0
309,41097.0,0.0
310,41157.0,4.0
311,41217.0,2.0
312,41277.0,4.0
313,41337.0,0.0
314,41397.0,0.0
315,41457.0,1.0
316,41517.0,0.0
317,41577.0,0.0
318,41637.0,0.0
319,41697.0,0.0
320,41757.0,2.0
321,41817.0,10.0
322,41877.0,0.0
323,41937.0,0.0
324,41997.0,0.0
325,42057.0,0.0
326,42117.0,7.0
327,42177.0,2.0
328,42237.0,1.0
329,42297.0,0.0
330,42357.0,0.0
331,42417.0,0.0
332,42477.0,0.0
333,42537.0,1.0
334,42597.0,0.0
335,42657.0,0.0
336,42717.0,0.0
337,42777.0,1.0
338,42837.0,1.0
339,42897.0,1.0
340,42957.0,0.0
341,43017.0,0.0
342,43077.0,2.0
343,43137.0,0.0
344,43197.0,1.0
345,43257.0,0.0
346,43317.0,2.0
347,43377.0,2.0
348,43437.0,0.0
