station_co,district_n,x,y
2381,6,567052.62,3610049.58
2382,6,567183.49,3609911.11
2383,6,566744.46,3610255.93
2384,6,566761.55,3610211.92
2385,6,566546.87,3610371.79
2386,6,566447.44,3610397.96
2387,6,566123.15,3610777.28
2388,6,566245.26,3610583.52
2390,6,565857.72,3610811.77
2391,6,565479.29,3611085.54
2392,6,565548.48,3611019.15
2393,6,565239.1,3611149.49
2395,6,565241.18,3611119.35
2396,6,565049.21,3611111.22
2397,6,564956.36,3610820.82
2398,6,565082.35,3610733.29
2399,6,564932.63,3610806.48
2400,6,565124.52,3610281.02
2404,6,564691.93,3609908.15
2405,6,564653.32,3609916.1
2408,6,563863.52,3609808.8
2411,6,562987.66,3609598.47
2412,6,562992.65,3609759.25
2413,6,563029.54,3609592.63
2414,6,562931.74,3609450
2415,6,562869.45,3608988.21
2416,6,563108.91,3608747.71
2417,6,563330.94,3608563.98
2418,6,562935.93,3608608.71
2419,6,562625.99,3608657.09
2420,6,562530.06,3609606.34
2421,6,563848.9,3609776
2422,6,562292.18,3609073.49
2428,6,562330.03,3609398
2429,6,563027.1,3610053.25
2430,6,562372.75,3609812.11
2433,6,562424.35,3610216.74
2438,6,562560.65,3611085.31
2489,6,568639.02,3607884.81
2498,6,562990.7,3610008.89
2499,6,562973.36,3610302.23
2500,6,563000.75,3610377.24
2501,6,563027.72,3610741.14
2502,6,563001.16,3610817.47
2503,6,562811.96,3611054.74
2504,6,563118.64,3611018.87
2505,6,562905.61,3611064.2
2506,6,563172.79,3611030.86
2507,6,563082.54,3611387.48
2508,6,563102.25,3611312
2509,6,563556.66,3610982.97
2510,6,563683.38,3610955.84
2511,6,564047.24,3610928.9
2512,6,564078.81,3610906.27
2513,6,564326.64,3610893.01
2514,6,564264.6,3610883.3
2515,6,564649.96,3610838.56
2516,6,564680.26,3610853.5
2552,6,562962.38,3609724.58
2722,6,564483.6,3611221.73
2723,6,564790.11,3611185.25
2739,6,562492.11,3609614.08
2740,6,562585.77,3611730.9
2741,6,562978.97,3611538.26
2742,6,563840.75,3611092.65
2772,6,564790.31,3611212.41
2773,6,564430.16,3611247.33
2789,6,563693.76,3611136.94
2884,6,563317.28,3608721.65
2887,6,563245.08,3608550.57
2888,6,563334.33,3608739.72
2889,6,562991.31,3608783.88
2892,6,562504.98,3611002.81
2907,6,562378.23,3608846.55
3023,6,563328.06,3609491.65
3031,6,568918.63,3607209.26
3032,6,563455.57,3606863.28
3033,6,563139.5,3606449.54
3039,6,564509.66,3601946.83
3069,6,570236.28,3606781.98
3070,6,570212.08,3606685.81
3256,6,564530.23,3601815.7
3332,6,562845.09,3605868.88
3341,6,562847.84,3606654.67
3342,6,563189.86,3606854.39
3344,6,562921.19,3606541.28
3349,6,562818.5,3607364.33
3351,6,563150.82,3607686.04
3354,6,562630.59,3607207.17
3355,6,562486.99,3607899.7
3404,6,569423.12,3608531.8
3406,6,568627.25,3607931.96
3407,6,568946.4,3607223.64
3413,6,562817.65,3606575.66
3586,6,562862.06,3605976.96
3608,6,562242.61,3607920.57
3659,6,569500.46,3608554.4
3667,6,569220.21,3608849.12
3668,6,569211.68,3608821.56
3696,6,562956.04,3607845.78
3799,6,562878.36,3605995.69
3846,6,562463.07,3608063.07
3900,6,562843.93,3606335.93
3933,6,563162.26,3607435.46
3934,6,563169.16,3607663.98
3935,6,562916.38,3607884.11
3936,6,562498.74,3607927.38
3937,6,562574.88,3608622.73
3938,6,562864.71,3608593.84
4003,6,568776.5,3607965.47
4084,6,562998.78,3611549.14
4092,6,562561.11,3611444.28
4178,6,562934.65,3605999.04
1136,10,565188.78,3615439.3
1141,10,565801.49,3614735.59
1149,10,565800.86,3614746.34
1214,10,564549.92,3615822.49
1215,10,564564.81,3615839.99
1242,10,565198.63,3615424.95
1509,10,570528.04,3618055.19
1544,10,570467.38,3618070.28
1693,10,569765.27,3617027.53
1694,10,569564.19,3616931.45
1695,10,569626.58,3616536.87
1696,10,569375.68,3616296.32
1697,10,569642.57,3616541.64
1699,10,569281.19,3616804.86
1701,10,565501.17,3615216.97
1751,10,566618.22,3614612.98
1752,10,567690.3,3614421.76
1753,10,567738.94,3614136.51
1754,10,567726.33,3613909.6
1755,10,567491.65,3613667.32
1756,10,567506.9,3613935.16
1757,10,567777.31,3614106.95
1832,10,565977.83,3617625.62
1833,10,570474.53,3618965.67
1834,10,570755.12,3619129.09
1879,10,564753.09,3616399.52
1880,10,564758.94,3616393.79
1881,10,564807.95,3616382.92
1882,10,564812.14,3616388.26
1883,10,564815.3,3616392.05
2118,10,565721.55,3616362.3
2170,10,565867.63,3616190.77
2206,10,565879.28,3616088.18
2340,10,566434.79,3617506.38
2341,10,566387.48,3617487.88
2342,10,566731.94,3616936.98
2343,10,566785.19,3616699.98
2344,10,566758.88,3616624.75
2345,10,566871.08,3616320.41
2346,10,566830.18,3616310.38
2347,10,566922.4,3616079.07
2348,10,566886.23,3616061.87
2349,10,566987.69,3615781.84
2350,10,567036.24,3615574.75
2351,10,566995.61,3615343.1
2353,10,566937.54,3615082.18
2354,10,566911.02,3614856.4
2355,10,566869.85,3614857.23
2356,10,566700.79,3614381.38
2358,10,566498.6,3614031.81
2362,10,567008.52,3613843.99
2365,10,567401.01,3613700.97
2555,10,566788.67,3616209.21
2556,10,566751.06,3616154.75
2558,10,566420.76,3616111.74
2559,10,566322.69,3616139.25
2560,10,566027.64,3616082.74
2561,10,566090.52,3616129.72
2563,10,565606.95,3616053.02
2565,10,565216.8,3615956.33
2566,10,564834.61,3615860.82
2566,10,564866.39,3615875.88
2568,10,565554.65,3616007.77
2572,10,566002.41,3616591.99
2573,10,565998.6,3616615.8
2574,10,566189.27,3616732.25
2575,10,566188.11,3616708.41
2576,10,566361.32,3616827.96
2577,10,566414.1,3616843.06
2580,10,566562.24,3616938.51
2581,10,566548.15,3616942.29
2582,10,566695.19,3616894.5
2583,10,565532.02,3617208.38
2585,10,565393.14,3617058.57
2589,10,564771.93,3616444.21
2590,10,564830.72,3616413.55
2592,10,564557.48,3615913.78
2615,10,566285.26,3615368.72
2617,10,566170.46,3615627.38
2618,10,565997.3,3616020.45
2768,10,566565.78,3617361.58
2770,10,566507.86,3617359.53
2782,10,565004.82,3616673.11
2783,10,565792.05,3617481.93
2785,10,566795.39,3614551.3
2786,10,566994.04,3615200.41
2787,10,566957.21,3615741.29
2792,10,566462.84,3614963.15
2807,10,565855.55,3616527.49
2817,10,566442.27,3614954.59
2818,10,566590.07,3614628.53
2834,10,565976.76,3616006.35
2835,10,566151.73,3615610.4
2836,10,566264.14,3615358.05
2865,10,566725.32,3617756.11
2867,10,566708.32,3613956.5
2874,10,565257.92,3616920.33
2876,10,566236.57,3614119.31
2899,10,568288.08,3615151.78
2906,10,566037.1,3614190.49
2922,10,566590.84,3614079.32
2928,10,566620.35,3614083.73
2961,10,565857.12,3616502.78
3018,10,568577.96,3614886.04
3019,10,568809.04,3614923
3097,10,568913.09,3614833.25
3100,10,568925.82,3614836.67
3194,10,568043.35,3617563.27
3197,10,567548.59,3617669.98
3198,10,567527.68,3617669.62
3200,10,567348.01,3617470.95
3203,10,567051.72,3617228.37
3204,10,567049.3,3617254.19
3205,10,566754.2,3617056.09
3206,10,566840.27,3617124.07
3207,10,570779.18,3618212.63
3208,10,570732.36,3618231.81
3209,10,569930.32,3617673.48
3210,10,569805.5,3617640.23
3211,10,569599.72,3617454.31
3212,10,568914.52,3617022.6
3213,10,568881.63,3617032.79
3214,10,568597.5,3616825.73
3215,10,568563.94,3616825.28
3216,10,568341.46,3616661.88
3217,10,568356.66,3616701.46
3218,10,568101.64,3616525.98
3219,10,568054.72,3616531.87
3220,10,567783.27,3616426.36
3222,10,567610.77,3616383.5
3223,10,567716.55,3616434.55
3224,10,567327.35,3616313.4
3225,10,567278.52,3616324.82
3226,10,567001.68,3616238.25
3227,10,567948.39,3615147.02
3228,10,567946.83,3615182.37
3229,10,567800.62,3614953.33
3230,10,567776.81,3614952.61
3231,10,567684.06,3614802.65
3232,10,567662.05,3614798.51
3233,10,567577.46,3614660.68
3234,10,567568.63,3614677.14
3235,10,567358.02,3614372.17
3236,10,567350.66,3614393.52
3238,10,567224.44,3614184.8
3240,10,567137.84,3613954.73
3259,10,571205.3,3618515.89
3260,10,566967.63,3616253.76
3326,10,568716.17,3615919.68
3497,10,568045.97,3616221.06
3504,10,567549.88,3617604.47
3602,10,568315.77,3617153.94
3612,10,569027.98,3615992.02
3616,10,568503.04,3615009.02
3625,10,567358.71,3613924.62
3626,10,567468.98,3614119.6
3627,10,567629.24,3614340.75
3628,10,567780.89,3614613.95
3629,10,567998.44,3614834.06
3630,10,569574.11,3617376.41
3636,10,569059.97,3615746.01
3638,10,569390.89,3615109.85
3645,10,567175.87,3617807.59
3657,10,569578.29,3615196.64
3658,10,569590.96,3615261.8
3685,10,569077.44,3617025.06
3695,10,569117.77,3617062.48
3745,10,568243.45,3615491.82
3746,10,567956.25,3615341.52
3747,10,568117.54,3615462.25
3748,10,568306.44,3615522.52
3749,10,568371.83,3615612.77
3750,10,568346.32,3615613.48
3751,10,568359.79,3615946.05
3752,10,568479.68,3615991
3753,10,568716.21,3615939.86
3847,10,567339.06,3617435.52
3849,10,569229.35,3617221.12
3850,10,571140.67,3618444.48
3851,10,571090.78,3618446.89
3852,10,570837.58,3618646.64
3853,10,569535.78,3617467.72
3854,10,569243.72,3617258.47
3967,10,568264.41,3615867.46
3968,10,568237.8,3615879.25
3969,10,568031.38,3615460.77
3970,10,568103.6,3616183.76
3971,10,567925.31,3616398.17
3972,10,567771.18,3616631.93
3973,10,567494.3,3617091.24
3974,10,567335.71,3617350.14
3975,10,567334.07,3617314.32
3976,10,567567.64,3616907.15
3977,10,567791.45,3616560.67
3978,10,567935.27,3616354.45
3979,10,568360.83,3615248.95
3980,10,567996.7,3614868.97
3981,10,567774.6,3614642.51
3982,10,567638.71,3614396.8
3983,10,567433.75,3614101.96
3984,10,567332.95,3613918.91
4062,10,567522.96,3617853.95
4089,10,569368.36,3615046.61
4093,10,569684.75,3617172.42
4183,10,568949.47,3614656.9
4184,10,568966.65,3614641.39
4250,10,567759.44,3617432.17
4251,10,567989.55,3617300.6
4252,10,568396.3,3617086.31
4253,10,568520.83,3616959.01
4254,10,568526.87,3616994.42
4255,10,568029.4,3617300.42
4257,10,567801.42,3617421.48
4258,10,567578.18,3617606.1
1595,9,559043.13,3614212.06
1605,9,556767.14,3613589.09
1606,9,556357.13,3615112.64
1607,9,556813.5,3612760.68
1608,9,556844.22,3612522.28
1609,9,557146.54,3612563.7
1610,9,556891.4,3612536.96
1611,9,556833.23,3612770.43
2057,9,560151.2,3612095.16
2142,9,560317.95,3613213.2
3257,9,557957.49,3612651.97
3467,9,557154.88,3612549.33
3468,9,557377.78,3612605.49
3469,9,557423.31,3612597.66
3470,9,557658.44,3612613.32
3471,9,557664.18,3612593.29
3473,9,558021.47,3612521.31
3474,9,557877.21,3612603.5
3475,9,558403.05,3612624.98
3476,9,558252.72,3612606.58
3477,9,558604.22,3612706.86
3479,9,558929.78,3612687.72
3480,9,558851.4,3612714.75
3481,9,559158.64,3612731.98
3482,9,559213.7,3612777.21
3483,9,559553.42,3612726.57
3484,9,559652.98,3612765.97
3485,9,560080.11,3612715.33
3486,9,560141.84,3612744.19
3491,9,553533.9,3612213.82
3492,9,553308.88,3612235.56
3493,9,554140.59,3612326.29
3494,9,554119.47,3612365.09
3495,9,554531.18,3612404.14
3496,9,554445.16,3612424.18
3498,9,554940.16,3612513.7
3499,9,555328.46,3612578.93
3500,9,555362.05,3612558.28
3501,9,555865.04,3612643.12
3502,9,555783.98,3612664.28
3503,9,556752.09,3612805.89
3505,9,557244.72,3612893.07
3506,9,556736.96,3612827.64
3508,9,557102.32,3612898.8
3509,9,557841.07,3612997.4
3510,9,557603.02,3612984.49
3511,9,558183.4,3613058.15
3512,9,558103.59,3613073.87
3513,9,558471.59,3613108.84
3514,9,558384.92,3613127.29
3515,9,558837.99,3613174.41
3516,9,558830.11,3613205.63
3517,9,559236.05,3613245.73
3518,9,559211.4,3613274.96
3519,9,559833.75,3613352.18
3520,9,559824.76,3613380.4
3522,9,555214.84,3612704.57
3523,9,555207.92,3612667.28
3524,9,554945.99,3613088.87
3525,9,554955.76,3613034.27
3526,9,554789.07,3613261.62
3527,9,554680.76,3613449.15
3528,9,554587.56,3613548.19
3551,9,556878.95,3615404.96
3553,9,557158.22,3615119.32
3555,9,557322.35,3614950.54
3557,9,557620.34,3614674.55
3558,9,557884.69,3614462.01
3559,9,558226.76,3614272.44
3561,9,558569.85,3614228.67
3563,9,559395.37,3614192.1
3565,9,559669.25,3614181.87
3567,9,560245.13,3614149.09
3624,9,560313.7,3613744.31
3631,9,558581.13,3612726.46
3633,9,560322.86,3612633.98
3765,9,557984.28,3612674.3
3766,9,558021.54,3612928.28
3767,9,557696.28,3613446.88
3768,9,557716.3,3613503.75
3769,9,557737.01,3613150.56
3770,9,557697.02,3613109.76
3771,9,557643.62,3613877.15
3772,9,557612.24,3613919.54
3773,9,557489.75,3614490.43
3774,9,557506.7,3614559.93
3966,9,558086.35,3612975.99
4004,9,556840.48,3612930.78
4014,9,556801.83,3613293.85
4040,9,556702.29,3613811.77
4041,9,556718.18,3613886.47
4240,9,556652.29,3614242.51
4241,9,556545.81,3614663.84
4242,9,556330.47,3615119.7
4243,9,556534.25,3614602.58
4244,9,556635,3614165.7
4245,9,556733.23,3613597.55
4246,9,556761.9,3613355.48
4247,9,556808.9,3612909.98
1645,13,557935.4,3608901.23
1734,13,555879.22,3608556.69
1735,13,555932.54,3608585.26
1736,13,556480.92,3608989.66
1919,13,554736.27,3608531.62
2060,13,559074.64,3611049.29
2061,13,558728.44,3610311.57
2075,13,558742.76,3610715.3
2129,13,558716.77,3609569.63
2877,13,558711.17,3609883.77
3051,13,558716.4,3609281.39
3128,13,558620.1,3609401.22
3129,13,558264.17,3609316.21
3130,13,557858.73,3608597.36
3131,13,558238.58,3609281.36
3132,13,558647.35,3609377.21
3133,13,558671.18,3608978.36
3190,13,558700.23,3608268.26
3195,13,554987.62,3608703.95
3247,13,556507.45,3609010.32
3263,13,554313.07,3610812.23
3271,13,555163.22,3609068.43
3272,13,555028.84,3608885.65
3358,13,558252.66,3608268.18
3360,13,557925.95,3608169.28
3361,13,558103,3608976.92
3362,13,557922.77,3608943.28
3363,13,558108.66,3608664.89
3364,13,558109.77,3608040.53
3368,13,558328.75,3608975.03
3373,13,557848.37,3608328.91
3374,13,557861.83,3608903.24
3376,13,557451.15,3608433.15
3377,13,557857.74,3608089.17
3378,13,557658.41,3607850.56
3379,13,557093.14,3608443.07
3380,13,557390.92,3607927.28
3381,13,556803.06,3608454.49
3382,13,556980.4,3608009.07
3383,13,555866.02,3608383.46
3384,13,556729.8,3608038.79
3385,13,555976.89,3608122.12
3386,13,556437.65,3608113.3
3387,13,556223.26,3608128.38
3401,13,557885.53,3609670.19
3416,13,556565.7,3608879.51
3417,13,556597.85,3608769.94
3418,13,556633.91,3608697.53
3419,13,556291.98,3608886.83
3420,13,554735.28,3608559.33
3421,13,554186.83,3608719.74
3429,13,554515.43,3608784.72
3430,13,554487.59,3608814.61
3432,13,554109.95,3609125.73
3433,13,554276.57,3609246.48
3434,13,554252.72,3609251.34
3435,13,554443.9,3609393.17
3436,13,554918.06,3608692.7
3439,13,555310.8,3608594.1
3440,13,555308.87,3608620.14
3446,13,556384.46,3609390.1
3447,13,554899.53,3608718.21
3448,13,556291,3609906.95
3449,13,556287.69,3609844.96
3450,13,556155.42,3610144.64
3451,13,556196.76,3610066.83
3452,13,555864.05,3610259.74
3453,13,555948.17,3610248.02
3454,13,555571.81,3610364.87
3455,13,555566.71,3610386.23
3456,13,555346.65,3610433.9
3457,13,555325.78,3610460.5
3458,13,555148.38,3610494.44
3459,13,555112.09,3610525.83
3460,13,554959.37,3610560.91
3461,13,554965.46,3610579.23
3462,13,554732.17,3610662.87
3463,13,554734.19,3610687.38
3464,13,554316.02,3610788.85
3465,13,554103.97,3610901.11
3521,13,554200.41,3608689.66
3534,13,558525.81,3608346.05
3595,13,558541.28,3608347.36
3603,13,558464.79,3608415.76
3620,13,554261.86,3608830.12
3632,13,555349.38,3608202.65
3639,13,558403.56,3608040.47
3656,13,555955.61,3608486.62
3671,13,558010.69,3608441.93
3677,13,556392.11,3609082.51
3684,13,556410.69,3609114.98
3691,13,557702.67,3608422.41
3694,13,557929.79,3609301.84
3801,13,557938.01,3609614.18
3804,13,558403.93,3608664.84
3805,13,558338.87,3608415.69
3806,13,558686.44,3608441.89
3808,13,558246.86,3608441.75
3815,13,554177.36,3608926.44
3823,13,554108.72,3610872.76
3837,13,556364.67,3609387.77
3907,13,556174.37,3608462.35
3908,13,556556.66,3608454.75
4050,13,558360.19,3610767.59
4051,13,558030.39,3610377.1
4052,13,557913.19,3610012.25
4054,13,557963.24,3609939.04
4055,13,558039.2,3610250
4056,13,558208.45,3610552.08
4057,13,558512.51,3610820.04
4101,13,554559.42,3607466.52
4102,13,555901.78,3608532.43
4104,13,556890.96,3609294.86
4105,13,557240.98,3609559.94
4106,13,557558.28,3609753.99
4107,13,558026.54,3609766.24
4108,13,558471.59,3609751.11
4109,13,558693.13,3609744.98
4122,13,558655.19,3609751.3
4123,13,558459.36,3609757.35
4124,13,557997.14,3609771.39
4125,13,557540.64,3609754.78
4126,13,557224.13,3609553.74
4127,13,556871.21,3609287.66
4128,13,556451.39,3608968.88
4129,13,555795.93,3608551.02
1499,2,555572.38,3620201.28
1500,2,555850.84,3619962.94
1589,2,555359.58,3619169.42
2401,2,552745.18,3622557.4
3011,2,554747.37,3620936.36
3569,2,555271.02,3618813.62
3570,2,555485.76,3618846.41
3571,2,555164.93,3618946.28
3572,2,555452.1,3619015.73
3574,2,555607.03,3618731.57
3576,2,555817.11,3618810.46
3577,2,555908.91,3618869.95
3579,2,556710.25,3619156.97
3580,2,556580.38,3619316.09
3583,2,556134.65,3619708.34
3606,2,555993.75,3619832.26
3610,2,555328.47,3620429.95
3614,2,554375.06,3621262.35
3617,2,553926.94,3621678.74
3619,2,553300.66,3622232.55
3622,2,552975.03,3622501.3
3623,2,552647.62,3622527.28
3654,2,550510.84,3624807.77
3655,2,550501.92,3624757.51
3728,2,556038.24,3618972.9
3738,2,556313.93,3619097.73
3824,2,555690.93,3620100.06
3825,2,556379.44,3619496.54
3921,2,551487.14,3625015.11
3922,2,555501.17,3619359.78
3964,2,552770.37,3622648.88
4016,2,550821.45,3624883.08
4034,2,550020.61,3624650.97
4036,2,550828.41,3624823.47
4088,2,551136.88,3624911.53
4100,2,551779.23,3624077.86
1510,15,572827.81,3618872.33
1511,15,573872.44,3618763.96
1512,15,574216.35,3618727.17
1647,15,571735.58,3613951.54
1648,15,571694.06,3614312.22
1649,15,571703.92,3613997.99
1650,15,571794.62,3613618.27
1651,15,572071.36,3613142.11
1719,15,572583.73,3612716.34
1720,15,572104.83,3612988.36
1721,15,571602.2,3613263.45
1722,15,571083.69,3613363.39
1723,15,570397.83,3613471.93
1724,15,569894.64,3613556.85
1725,15,569648.9,3613547.04
1726,15,569252.85,3613507.69
1727,15,568726.63,3613453.94
1728,15,568226.97,3613410.26
1743,15,568278,3613393.75
1746,15,573889.63,3617194.57
1747,15,575000.91,3614873.39
1898,15,570564.81,3612630.99
1924,15,580972.27,3616040.83
1925,15,580116.68,3614538.42
1926,15,579769.24,3613905.69
1927,15,579392.3,3613568.3
1928,15,579037.95,3613477.12
1929,15,576714.24,3613315.16
1930,15,576019.07,3613305.06
1934,15,579567.61,3613566.04
1961,15,579622.4,3613621.36
1962,15,579179.02,3613510.62
1996,15,571171.8,3613318.68
2313,15,575351.14,3617041.57
2367,15,567813.08,3613550.77
2402,15,571224.65,3618484.1
2403,15,573704.25,3613198.85
2406,15,572743.59,3612723.61
2407,15,571414.12,3614276.28
2409,15,571277.46,3613938.5
2410,15,571366.62,3614164.63
2424,15,571871.5,3613362.5
2425,15,572753.46,3612669.25
2440,15,573687.82,3613164.03
2447,15,573376.46,3616048.86
2450,15,573898.03,3616606.61
2451,15,573762.78,3616866.69
2475,15,573918.7,3617219.29
2486,15,573748.15,3616880
2488,15,573941.4,3616675.33
2492,15,572181.55,3618132.14
2493,15,571273.95,3618485.23
2525,15,574879.87,3614933.57
2531,15,574471.07,3614551.23
2544,15,574064.17,3614112.05
2551,15,573941.45,3613942.63
2553,15,573827.09,3613808.63
2567,15,573679.33,3613867.51
2571,15,572338.63,3611879.64
2578,15,572074.39,3611452.57
2579,15,571729.73,3611481.9
2587,15,570776.95,3610759.24
2591,15,571393.68,3612888.78
2593,15,571181.85,3612554.79
2604,15,570820.27,3610734.49
2611,15,571728.62,3611427.34
2620,15,572486.59,3612183.16
2621,15,573352.78,3613039.94
2622,15,573693.79,3613852.54
2624,15,573828.52,3613793.89
2629,15,573946.8,3613930.03
2636,15,574062.05,3614094.19
2637,15,574161.53,3614235.62
2662,15,574477.91,3614539.86
2673,15,574912.26,3614953.21
2870,15,573510.9,3612266.61
2885,15,572109.58,3612979.19
2886,15,572600.35,3612700.17
2893,15,569672.74,3613545.21
2895,15,569943.88,3613542.79
2896,15,570412.98,3613464.61
2897,15,571097.88,3613346.2
2898,15,571616.44,3613252.8
2917,15,568753.75,3613450.8
2918,15,569270.88,3613504.27
2938,15,568241.91,3613404.93
3094,15,571117.87,3614670.5
3095,15,570458.37,3614988.31
3096,15,570557.06,3615417.83
3098,15,568822.16,3613567.23
3099,15,568686.83,3613527.5
3202,15,571474.11,3613091.02
3248,15,570972.25,3613274.68
3250,15,570792.95,3613008.77
3251,15,570547.75,3612642.62
3253,15,570571.56,3612632.04
3261,15,571430.09,3618632.92
3264,15,570959.46,3613293.21
3274,15,570203.17,3612668.68
3275,15,570054.9,3612678.72
3276,15,569726.9,3612694.6
3277,15,570479.94,3611184.85
3278,15,569472.73,3612707.46
3279,15,569507.53,3612733.76
3281,15,569037.41,3612793.9
3284,15,568614.4,3612945.63
3285,15,568397.38,3612985.49
3302,15,569019.71,3610542.48
3634,15,570347.51,3610848.88
3643,15,571125.99,3612417.8
3649,15,569171.84,3610519.04
3652,15,569309.43,3610523.76
3661,15,569730.7,3612713.7
3663,15,570183.07,3610594.51
3679,15,570291.27,3610642.72
3680,15,570360.22,3610829.35
3692,15,571336.42,3612830.72
3710,15,571513.42,3609743.22
3711,15,571452.19,3609711.41
3712,15,571694.15,3610234.76
3713,15,571642.12,3610228.29
3714,15,571903.1,3610802.89
3715,15,571845.36,3610770.76
3716,15,572167.84,3611449.47
3717,15,572088.84,3611387.37
3718,15,572279.88,3611689.64
3719,15,572220.34,3611674.02
3720,15,572397.41,3611897.03
3721,15,572317.5,3611870.4
3722,15,572925.11,3612116.85
3723,15,572862.01,3612279.58
3724,15,572635.46,3612142.78
3725,15,572593.25,3612181.83
3776,15,570546.23,3611254.38
3778,15,570855.07,3611816.99
3779,15,570861.04,3611874.79
3780,15,570992.01,3612134.15
3781,15,570973.46,3612143.99
3782,15,571106.33,3612425.98
3800,15,570747.59,3612976.85
3813,15,571482.27,3613064.69
3848,15,570603.31,3615467.6
3883,15,570534.41,3612658.83
3918,15,571244.38,3612624.63
3929,15,572091.56,3613020.42
3931,15,572746.85,3612598.58
3932,15,572930.27,3612244.82
3943,15,571614.07,3614508.42
3944,15,571264.58,3613956.14
3945,15,571213.31,3613795.47
3946,15,571081.12,3613461.15
3947,15,571102.88,3613474.61
3989,15,573727.9,3612512.33
3996,15,577057.14,3613276.78
3997,15,576444.69,3613339.47
3998,15,574949.38,3612949.72
3999,15,573699.88,3612534.96
4008,15,570102.13,3612059.33
4064,15,570433.9,3614987.58
4065,15,571117.58,3614658.19
4066,15,571227.6,3613789.8
4067,15,569808.95,3611679.67
4068,15,569817.52,3611648.58
4072,15,570472.22,3612567.03
4073,15,570268.24,3612285.88
4074,15,570288.81,3612281.15
4075,15,570045.48,3612030.99
4076,15,570648.28,3614891.54
4077,15,570642.54,3614880.75
4085,15,571983.37,3611092.71
4087,15,570321.47,3610564.67
4137,15,574146.28,3614230.18
4138,15,573160.45,3612933.87
4139,15,573678.1,3613906.75
4140,15,573614.44,3614208.94
4141,15,573552.51,3614682.87
4142,15,573387.23,3616139.74
4143,15,572814.61,3617296.07
4144,15,572504.6,3617730.94
4145,15,572140.31,3618143.7
4146,15,572493.8,3617720
4147,15,572792.01,3617296.68
4148,15,573332.74,3616077.37
4149,15,573531.85,3614687.26
4150,15,573594.82,3614274.98
4151,15,573660.38,3613880.01
4152,15,573154.03,3612977.28
4153,15,572115.99,3613155.85
4154,15,571825.38,3613619.49
4155,15,571732.26,3614307.28
4157,15,571838.68,3611566.72
4158,15,570951.05,3610892.29
4159,15,570633.66,3610671.97
4160,15,571057.16,3610916.55
4161,15,571931.81,3611581.58
4162,15,571603.86,3614518.77
4163,15,571572.38,3610024.24
4168,15,571607.97,3610007.09
4170,15,572017.08,3611087.74
4171,15,571754.89,3610514.46
4172,15,571780.99,3610499.46
4185,15,569043.84,3614179.4
4186,15,569090.36,3614056.11
4187,15,568923.74,3613823.14
4188,15,569090.65,3614068.42
1515,16,577546.38,3618599.82
1516,16,577761.98,3618539.2
1517,16,577715.95,3618840.28
1518,16,578056.15,3618835.85
1519,16,578213.45,3618798.51
1520,16,578577.44,3618654.92
1521,16,578737.52,3618575.26
1522,16,578904.59,3618500.75
1523,16,579089.74,3618475.39
1524,16,579252.69,3618471.48
1525,16,579537.81,3618558.79
1526,16,579262.77,3619077
1527,16,579142.01,3618997.44
1528,16,578968.21,3618870.44
1529,16,579271.88,3619016.1
1530,16,579476.49,3618560.3
1531,16,579241.85,3618502.1
1532,16,579085.01,3618504.85
1533,16,578952.94,3618515.66
1534,16,578860.78,3618552.95
1535,16,578545.37,3618715.32
1536,16,578188.62,3618833.01
1537,16,578046.27,3618864.05
1538,16,577716.75,3618870
1539,16,577471.83,3618855.67
1540,16,577167.94,3618844.22
1541,16,574215.42,3618750.89
1542,16,573872.34,3618789.02
1543,16,572824.7,3618900.36
1744,16,581853.85,3616927
1745,16,587331.13,3610506.28
1749,16,565912.08,3600384.09
1789,16,579675.74,3601084.26
1790,16,579593.44,3600948.46
1791,16,578801.94,3600338.2
1792,16,578464.43,3600505.06
1793,16,578329.55,3600520.08
1794,16,578157.85,3600489.36
1795,16,577067.2,3600111.39
1796,16,576889.9,3600048.72
1797,16,576662.33,3600137.88
1798,16,576341.27,3600270.56
1799,16,576182.99,3600386.98
1800,16,575968.75,3600539.9
1801,16,575550.81,3601105.9
1802,16,575318.14,3601564.23
1803,16,574715.77,3602684.74
1804,16,574263.55,3603337.13
1815,16,574277.35,3603362.28
1816,16,574707.39,3602675.37
1817,16,575309.31,3601565.16
1818,16,575545.25,3601095.88
1819,16,575973.75,3600511.44
1820,16,576163.27,3600374.42
1821,16,576370.17,3600223.45
1822,16,576654.94,3600133.39
1823,16,576891,3600039.97
1824,16,577073.53,3600105.89
1825,16,578150.75,3600484.65
1826,16,578336.61,3600517.81
1827,16,578464.44,3600491.65
1828,16,578798.62,3600329.97
1829,16,579602.29,3600945.98
1830,16,579687.6,3601081.47
1831,16,579759.85,3601323.95
1835,16,573055.09,3619870.46
1836,16,574617.15,3620001.25
1837,16,576137.69,3620128.97
1838,16,577596.65,3620948.81
1839,16,577299.91,3622289.32
1840,16,577013.85,3624846.46
1841,16,579328.77,3625922.5
1842,16,579781.4,3626478.03
1843,16,579870.59,3626766.45
1844,16,579832.17,3627012.49
1845,16,579480.35,3626935.05
1846,16,579219.62,3627284.42
1847,16,579275,3627526.88
1848,16,579428.1,3627517.69
1849,16,579680.75,3627323.81
1850,16,580001.58,3627258.88
1851,16,580128.02,3627443.5
1852,16,580042.4,3627585.27
