station_co,district_n,x,y
1665,4,577846.88,3612394.89
1666,4,572504.06,3607755.95
1667,4,572401.21,3607962.29
1668,4,569048.75,3609925.4
1669,4,568591.76,3609939.32
1670,4,572084.28,3607670.87
1672,4,565904.29,3614221.76
1677,4,579257.17,3610087.7
1700,4,579224.39,3609856.62
1707,4,578676.24,3610397.96
1712,4,578758.75,3610617.68
1729,4,567863.03,3613514.09
1730,4,567478.97,3613656.26
1731,4,567021.97,3613823.24
1732,4,566478.41,3614021.59
1733,4,565982.38,3614198.22
1777,4,566682.01,3612270.21
1805,4,574046.44,3604573.19
1806,4,573090.84,3605589.42
1807,4,572675.1,3606148.57
1808,4,572483.59,3606607.81
1809,4,568569.78,3609888.95
1810,4,572473.03,3606589.22
1811,4,572666.93,3606123.01
1812,4,573062.14,3605586.55
1813,4,573368.48,3605269.4
1814,4,573753.15,3604858.93
2128,4,566542.73,3611736.03
2132,4,567683.64,3610806.93
2133,4,567709.11,3610233.28
2236,4,567686.8,3612867.78
2314,4,568168.78,3612210.1
2357,4,566647.56,3613941.12
2361,4,567044.3,3613794.34
2366,4,567430.25,3613649.06
2368,4,567828.22,3613502.87
2369,4,567700.77,3613158.11
2370,4,567563.49,3613002.52
2371,4,567699.26,3612704.23
2373,4,567741.24,3612337.89
2374,4,567784.83,3612340.85
2375,4,567711.1,3611708.21
2376,4,567671.96,3611683.88
2377,4,567468.93,3611594.04
2378,4,567543.22,3611551.53
2379,4,567253.52,3610377.31
2380,4,567407.2,3610221.59
2517,4,566647.1,3610855.82
2518,4,566598.34,3610853.83
2519,4,566372.48,3611061.08
2520,4,566371.03,3611024.7
2521,4,565812.31,3611552.25
2522,4,565813.1,3611504.03
2523,4,565314.08,3611675.46
2524,4,565433.06,3611640.33
2526,4,567244.03,3611602.05
2527,4,566855.79,3611700.55
2528,4,566908.54,3611666.53
2529,4,566353.57,3611914.15
2530,4,566306.44,3612089.66
2532,4,566163.32,3612243.25
2533,4,566093.78,3612248.89
2534,4,565549.53,3612356.71
2536,4,565550.04,3612949.93
2537,4,565567.8,3612944.06
2538,4,566173.62,3612838.09
2539,4,566192.77,3612836.67
2540,4,566843.56,3612810.2
2541,4,566504.62,3612821.23
2542,4,567064.56,3612762.46
2543,4,566857.82,3612809.07
2545,4,567230.86,3612664.69
2546,4,567428.72,3612614.92
2547,4,567516.71,3612543.57
2548,4,567646.16,3612527.59
2549,4,566842.77,3612718.29
2550,4,567723.58,3612340.98
2554,4,566024.35,3614161.8
2614,4,566520.05,3613797.15
2619,4,566061.49,3612379.49
2698,4,565974.92,3612139.23
2699,4,566142.65,3612502.64
2700,4,566378.57,3613497.09
2724,4,565766.87,3611743.63
2743,4,567462.34,3611264.29
2745,4,567454.06,3610991.73
2746,4,567469.86,3610984.97
2765,4,567686.86,3612666.01
2766,4,567890.43,3611971.51
2767,4,567789.51,3611943.1
2771,4,565714.41,3611690.62
2775,4,567764.03,3611896.59
2788,4,566481.62,3612825.29
2811,4,565857.06,3611976.37
2820,4,566487.82,3613779.08
2821,4,566348.72,3613501
2828,4,566262.98,3613094.89
2830,4,566192.6,3612735.23
2882,4,566921.58,3610619.3
2883,4,566910.34,3610658.81
2908,4,567854.03,3610084.82
2909,4,568200.24,3612260.2
2910,4,566666.78,3612359.24
2911,4,566368.53,3611766.13
2912,4,566466.35,3611852.37
2913,4,566793.18,3612490.57
2914,4,566953.56,3612881.33
2919,4,566266.89,3612958.11
2923,4,567825.64,3613359.29
2924,4,567363.03,3610886.35
2925,4,567004.14,3610798.9
2927,4,567655.85,3612964.02
2942,4,565335.14,3611652.32
2945,4,566001.11,3614187.48
2946,4,566488.12,3614014.56
2947,4,567050.2,3613809.02
2948,4,567509.84,3613640.29
2949,4,567887.7,3613499.62
3280,4,568978.4,3612781.74
3282,4,568685.6,3612889.91
3286,4,568380.45,3612965.64
3288,4,568292.49,3612567.37
3290,4,568291.91,3612514.04
3297,4,569656.33,3609626.2
3299,4,569301.45,3609836.58
3300,4,569304.93,3609875.85
3301,4,569048.86,3609895.14
3303,4,568260.69,3609883.39
3304,4,568226.13,3609916.97
3305,4,567908.79,3609965.24
3306,4,567873.62,3610018.99
3635,4,569622.34,3609697.36
3653,4,567489.09,3610223.58
3666,4,568626.06,3610422.25
3669,4,572286.59,3607800.49
3674,4,572035.06,3607715.97
3704,4,569847.89,3609603.37
3705,4,570558.67,3608994.08
3706,4,570577.15,3609007.96
3708,4,571064.21,3608610.87
3709,4,571048.53,3608652.33
3777,4,567835.63,3610086.47
3790,4,568357.54,3612641.76
3792,4,568581.58,3610424.05
3793,4,568351.54,3612749.92
3794,4,568425.45,3612394.45
3795,4,571402.41,3608357.42
3796,4,571362.77,3608375.65
3797,4,571945.47,3607985.82
3798,4,571785.82,3608029.57
3845,4,568506.65,3612167.3
3990,4,574734.88,3612836.91
3991,4,575603.86,3613121.19
3992,4,576106.77,3613278.56
3993,4,576482.66,3613304.17
3994,4,576735.89,3613280.07
3995,4,577101.98,3613239.66
4078,4,568385.8,3612596.06
4094,4,572057.15,3607957.92
4095,4,572455.48,3608165.79
4096,4,571484.94,3608323.42
4169,4,571292.14,3609199.3
1404,5,564402.5,3601411.9
1449,5,561801.26,3611652.61
1504,5,562381.38,3607592.95
1552,5,562293.98,3609342.01
1554,5,562276.98,3609194.46
1627,5,559852.15,3610475.9
1628,5,562870.67,3600414.62
1629,5,563344.77,3600611.61
1630,5,563765.03,3602621.29
1631,5,563769.74,3602604.03
1632,5,562441.97,3611866.91
1689,5,562585.02,3602033.37
1737,5,561349.39,3611719
1742,5,558756.81,3610305.09
1778,5,561754.13,3606477.68
1779,5,561669.33,3606532.47
2058,5,559790.23,3611243.24
2059,5,559363.7,3611056.44
2066,5,561147.86,3610275.35
2067,5,560608.81,3610292.79
2069,5,560353.37,3610306.31
2070,5,559953.98,3610360.33
2071,5,559747.61,3610403.66
2072,5,559301.72,3610438.46
2073,5,558840.94,3610418.99
2076,5,558993.25,3610425.22
2077,5,559255.42,3610431.2
2079,5,559682.98,3610388.19
2080,5,559916.45,3610344.58
2081,5,560306.36,3610292.84
2082,5,560702.28,3610270.85
2083,5,561105.89,3610251.59
2109,5,561712.38,3609782.06
2110,5,561561.5,3609648.98
2111,5,561591.1,3609610.25
2112,5,561193.35,3609758.13
2113,5,561175.14,3609774.2
2120,5,559737.27,3609781.45
2130,5,558765.24,3610641.27
2135,5,559184.52,3610995.4
2138,5,559484.08,3611019.46
2139,5,559944.23,3611324.87
2389,5,559697.74,3609786.53
2423,5,562258.73,3609022.18
2427,5,562300,3609398.81
2431,5,562335.95,3609756.89
2432,5,562371.18,3610078.61
2434,5,562436.3,3610674.9
2435,5,562456.5,3610595.53
2436,5,562420.67,3611103.72
2437,5,562472.77,3611022.89
2446,5,562410.62,3611121.17
2448,5,561830.11,3611657.56
2452,5,562010.9,3611169.78
2453,5,561798.55,3611104.94
2454,5,562008.2,3611151.81
2455,5,561771.58,3611113.31
2456,5,561784.84,3610835.35
2457,5,561757.85,3610861.24
2458,5,561770.19,3610490.15
2459,5,561746.71,3610524.37
2460,5,561753.82,3610133.63
2461,5,561721.86,3610129.67
2462,5,561742.98,3609824.26
2463,5,561227.07,3610071.52
2464,5,561204.33,3610107.52
2465,5,561265.53,3610422.52
2466,5,561246.92,3610443.8
2467,5,561311.02,3610835.86
2468,5,561299.06,3610919.38
2469,5,561325.7,3611163.88
2470,5,561513.58,3611211.16
2471,5,561202.11,3611249.59
2472,5,561233.27,3611261.42
2473,5,561349.07,3611314.79
2476,5,561290.4,3611610.76
2477,5,561187.11,3611705.36
2478,5,560527.33,3611552.66
2479,5,560206.4,3611404.38
2480,5,560446.73,3611354.95
2481,5,560558.6,3611531.13
2482,5,560487.1,3611334.36
2483,5,561229.06,3611702.62
2484,5,560838.27,3611307.12
2485,5,560929.6,3611282.29
2487,5,560090.46,3611108.35
2490,5,559961.27,3610832.09
2494,5,559920.55,3610785.72
2495,5,559878.25,3610457.32
2496,5,559774.38,3610116.36
2497,5,559797.9,3610090.89
2701,5,559972.08,3611077.04
2726,5,558864.14,3610780.42
2727,5,559292.47,3610841.83
2728,5,559686.17,3610873.56
2729,5,561739.14,3611761.09
2797,5,561303.49,3611633.57
2809,5,560147.31,3611293.72
2872,5,558739.55,3609922.74
2878,5,559900.73,3611227.27
2879,5,560229.98,3611382.02
2880,5,561901.65,3611737.71
2881,5,562492.16,3611820.33
3012,5,564113.77,3601735.09
3013,5,563699.94,3601536
3014,5,563303.79,3601344.69
3015,5,563002.45,3601199.11
3016,5,562776.56,3601090.71
3017,5,562496.74,3600955.71
3020,5,563106.87,3600528.74
3021,5,562864.6,3600380.21
3022,5,562610.95,3600486.38
3024,5,562787.83,3601060.52
3025,5,562998.27,3601162.06
3026,5,563338.84,3601325.96
3027,5,563713.93,3601506.82
3028,5,564169.22,3601726.24
3029,5,562647.84,3600429.29
3030,5,563123.36,3600504.9
3034,5,561057.78,3607274.91
3049,5,558740.53,3608068.5
3050,5,558740.67,3608857.71
3142,5,558744.28,3609550.83
3191,5,558768.34,3607886.75
3192,5,558740.75,3608603.85
3193,5,558740.63,3608290.56
3287,5,564367.64,3601591.83
3309,5,562749.74,3601878.87
3310,5,562416.25,3601951.39
3311,5,563468.61,3602478.39
3312,5,562393.19,3601960.56
3315,5,558740.09,3607871.61
3316,5,562154.23,3601825.7
3317,5,562573.85,3602048.05
3318,5,562814.82,3602145.45
3319,5,563242.12,3602349.8
3320,5,563582.45,3602513.81
3321,5,563864.12,3602380.47
3322,5,563870.76,3602618.42
3323,5,562986.97,3601957.63
3324,5,563337.43,3602126.36
3327,5,563829.27,3602397.99
3329,5,563015.2,3601530.11
3330,5,562875.73,3601819.46
3333,5,562804.06,3605676.94
3334,5,562631.98,3606402.55
3336,5,562319.33,3606424.1
3338,5,562344.89,3606448.53
3339,5,562588.1,3606426.33
3340,5,562773.56,3606602.32
3345,5,562748.75,3606816.57
3346,5,562764.28,3601850.25
3347,5,563634.04,3600750.92
3353,5,562216.1,3608620.93
3356,5,564012.24,3600933.14
3357,5,564250.97,3601089.1
3365,5,564322.7,3601585.88
3366,5,564279.95,3601137.62
3367,5,558765.45,3608202.68
3369,5,558765.27,3608599.56
3371,5,558764.92,3608865.29
3400,5,564019.15,3600968.22
3402,5,563638.99,3600784.98
3403,5,563347.57,3600644.56
3408,5,563043.56,3602273.71
3409,5,562806.84,3602159.37
3410,5,562180.4,3601860.34
3411,5,562264.31,3601609.1
3412,5,562520.9,3601732.87
3414,5,564143.56,3602081.28
3415,5,564052.75,3602143.11
3437,5,562246.4,3601636.04
3472,5,562501.02,3601758.91
3604,5,562210.62,3607920.59
3650,5,563346.01,3602164.99
3678,5,565063.81,3600604.14
3686,5,562938.27,3601968.52
3895,5,562856.89,3601784.76
3896,5,562995.12,3601498.06
3903,5,562613.55,3607141.21
3951,5,558737.95,3609335.17
4017,5,562491.37,3605732.41
4018,5,562457.91,3605755.03
4039,5,562582.9,3600961.79
4044,5,562248.73,3606459.02
4110,5,559173.66,3609727.42
4111,5,559670.08,3609705.55
4112,5,560426.19,3609668.42
4113,5,561133.96,3609635.48
4114,5,561758.42,3609618.82
4115,5,562202.38,3609601.52
4116,5,562184.79,3609609.94
4117,5,561744.67,3609626.72
4118,5,561195.78,3609652.16
4119,5,560408.99,3609674.08
4120,5,559641.51,3609714.8
4121,5,559156.36,3609733.75
1460,12,559548.9,3620013.13
1462,12,556988.69,3619797.56
1463,12,559572.08,3620022.8
1508,12,554099.29,3621604.18
1612,12,562527.77,3619790.75
1616,12,560685.06,3620932.96
1617,12,560207.49,3621013.97
1618,12,559902.88,3620960.25
1619,12,559599.09,3620487.59
1638,12,560919.54,3620303.92
1639,12,561853.19,3619876.99
1642,12,556800.99,3619891.83
1738,12,554170.85,3621660.67
2044,12,556512.94,3619868.02
2074,12,561676.76,3619929.88
2085,12,560448.37,3620004.59
2086,12,559976.39,3620006.39
2087,12,559492.27,3619969.55
2089,12,557734.19,3619677.37
2090,12,557390.67,3619569.29
2101,12,558024.38,3619770.3
2144,12,556530.31,3619895.05
2159,12,561072.03,3619936.68
2253,12,560760.34,3620040.42
2257,12,560745.5,3620336.89
2258,12,560771.41,3620344.8
2259,12,560675.04,3620549.09
2260,12,560675.4,3620597.09
2261,12,560689.04,3620910.03
2262,12,560596.36,3620849.38
2263,12,560921.57,3621042.27
2264,12,560925.16,3621022.01
2265,12,561145.91,3621058.29
2266,12,561125.07,3621095.07
2267,12,561230.68,3620851.72
2268,12,561248.52,3620845.62
2269,12,561529.27,3620801.79
2270,12,561530.27,3620852.35
2272,12,561402.84,3621214.08
2274,12,561390.25,3621204.25
2275,12,561246.18,3621362.89
2276,12,561242.86,3621384.37
2277,12,560859.07,3621470.37
2278,12,560837.63,3621496.85
2280,12,560730.24,3621514.04
2283,12,561118.24,3620148.27
2291,12,561484.12,3619890.22
2292,12,561707.8,3620092.71
2293,12,561685.71,3620193.46
2294,12,561686,3620297.34
2295,12,561614.83,3620545.89
2296,12,561606.79,3620648.61
2301,12,562272.33,3619814.2
2303,12,562875.16,3619753.81
2304,12,563254.48,3619720.63
2570,12,561838.45,3620707.81
2738,12,561111.56,3620351.66
2747,12,562002.84,3620000.98
2748,12,561843.54,3620568.82
2749,12,561922.52,3620331.52
2750,12,561779.68,3620846.14
2752,12,561703.46,3621198.65
2753,12,562043.55,3621285.36
2754,12,562035.86,3621315.91
2755,12,562186.5,3621323.17
2756,12,562039.05,3621525.57
2757,12,562028.57,3621538.36
2758,12,561739.92,3621604.08
2759,12,561707.95,3621621.17
2763,12,560872.62,3622255.92
2795,12,561783.61,3619881.99
2824,12,561113.49,3620052.9
2856,12,555540.77,3620908.84
2930,12,561740.83,3621185.69
2931,12,561339.83,3622160.68
2932,12,560919.37,3622240.9
2933,12,562184.58,3621299.87
2934,12,561848.58,3621354.43
2935,12,561870.67,3621327.96
2936,12,561910.88,3620259.38
2937,12,561981.31,3619936.55
3001,12,553398.46,3622218.22
3006,12,556238.58,3623646.72
3008,12,556601.76,3624079.49
3116,12,559118.6,3619939.16
3138,12,555023.98,3622613
3152,12,563172.98,3620184.74
3154,12,562992.27,3620498.88
3158,12,562747.95,3620840.34
3199,12,555602.03,3621031.02
3201,12,555774.04,3620922.01
3246,12,555225,3622891.05
3289,12,556750.24,3619359.74
3331,12,555147.03,3622017.59
3335,12,559591.04,3620251.96
3337,12,555690.24,3623029.68
3352,12,554799.79,3621626.1
3390,12,560432.96,3621027.98
3391,12,560432.96,3621042.95
3392,12,562213.43,3621166.36
3393,12,561240.04,3621886.01
3394,12,561233.63,3621847.72
3466,12,555748.88,3620679.86
3581,12,556585.47,3619376.43
3582,12,556063.19,3619832.76
3593,12,556497.83,3620498.18
3594,12,556424.8,3620403.86
3596,12,556522.81,3620604.63
3597,12,556628.31,3620771.97
3599,12,556796.46,3621013.17
3600,12,556714.77,3620991.19
3601,12,557014.88,3621112.53
3605,12,555873.09,3620006.19
3607,12,555577.8,3620288.22
3611,12,555360.26,3620460.17
3613,12,554774.7,3620993.38
3615,12,554430.3,3621287.49
3618,12,553958.37,3621723.59
3621,12,552925.61,3622632.08
3660,12,561280.19,3621681.38
3662,12,559616.97,3620726.05
3672,12,561603.55,3621547.36
3675,12,562599.3,3620784.75
3676,12,554990.04,3622633.99
3681,12,562229.09,3621150.49
3682,12,555245.97,3622876.98
3683,12,561798.71,3620890.6
3726,12,559618.95,3620519.97
3727,12,559654.03,3620764.96
3731,12,551640.89,3625045.29
3755,12,559579,3620275.06
3785,12,562905.74,3620193.46
3786,12,562668.38,3620559.36
3787,12,562692.02,3620555.85
3788,12,561318.27,3622100.68
3802,12,561239.47,3622054.63
3809,12,553449.75,3626731.77
3810,12,553728.5,3626725.07
3811,12,553245.36,3626476.35
3812,12,553867.69,3626755.98
3816,12,553799.16,3626353.51
3817,12,553431.63,3626426.14
3818,12,553925.62,3626557.74
3819,12,552643.5,3623780.87
3820,12,552866.51,3623667.32
3821,12,552747.12,3622844.65
3826,12,563093.43,3620049.31
3827,12,562632.61,3620762.57
3828,12,562901.32,3620164.94
3829,12,563123.39,3619995.4
3902,12,560480.63,3621525.82
3906,12,560699.7,3621497.22
3923,12,557279.21,3621166.16
3952,12,557145.88,3621113.28
3961,12,556349.44,3620174.84
4013,12,556728.51,3619865.03
4015,12,556273.24,3620093.92
4046,12,559858.97,3620937.03
4047,12,560136.04,3620989.04
4061,12,557032.93,3619765.11
4070,12,561453.98,3620733.03
4098,12,556398.63,3619747.41
4131,12,556417.7,3619756.17
4134,12,556360.22,3619777.68
4135,12,556360.22,3619794.31
4136,12,556360.5,3619810.83
4164,12,556430.65,3619769.99
4165,12,556441.18,3619780.03
4166,12,556450.96,3619791.39
4175,12,556416.27,3619843.3
4179,12,556457.13,3619826.13
1120,8,562585.55,3615182.35
1121,8,562362.99,3615219.87
1122,8,562065.85,3615265.68
1123,8,561857.2,3615299.52
1124,8,561418.03,3615371.08
1125,8,561063.86,3615512.69
1126,8,561037.98,3615619.84
1130,8,562985.62,3615912.13
1152,8,561063.95,3615696.61
1160,8,561951.87,3615982.02
1161,8,561662.7,3616000.96
1162,8,561267.73,3616026.01
1189,8,561195.58,3616033.33
1191,8,561612.88,3616006.3
1192,8,562968.76,3615642.74
1193,8,561916.21,3615986.79
1198,8,562423.46,3615954.48
1203,8,562964.65,3615921.86
1343,8,562933.43,3615344.3
1392,8,557571.62,3618926.67
1393,8,557515.73,3619255.27
1394,8,557497.8,3619293.53
1395,8,557560.7,3618902.33
1398,8,563123.82,3617390.13
1400,8,563194.8,3617844.68
1405,8,562726.71,3617360.35
1406,8,562226.75,3617124.29
1407,8,561478.2,3616695.8
1408,8,562037.99,3616966.57
1409,8,562462.73,3617165.45
1410,8,563002.95,3615944.83
1451,8,561219.19,3616829.13
1452,8,561133.99,3616994.01
1453,8,561089.36,3617176.88
1454,8,561048.32,3617264.87
1455,8,560922.88,3617373.85
1456,8,561029.74,3617269.08
1457,8,561077.92,3617192.55
1458,8,561148.11,3616939
1459,8,561204.68,3616825.6
1465,8,562509.44,3619755.82
1507,8,556860.54,3619149.62
1620,8,558894.22,3619435.3
1621,8,558895.68,3618762.82
1622,8,558917.33,3619442.97
1623,8,558614.66,3618463.27
1624,8,558649.89,3618465.48
1635,8,561805,3619804.3
1636,8,561885.46,3619796.59
1637,8,560048.48,3618436.35
1643,8,560973.57,3619914.68
1644,8,561036.96,3619908.31
1704,8,562839.81,3615143.38
1706,8,561031.99,3615679.12
2050,8,557066.96,3619437.05
2053,8,560896.83,3616039.92
2091,8,556762.01,3619333.53
2092,8,557313.32,3619509.64
2093,8,557783.79,3619658.59
2095,8,559066.14,3619919.12
2096,8,559616.66,3619949.35
2097,8,559948.29,3619972.74
2098,8,560416.75,3619980.57
2158,8,558548.97,3617615.57
2168,8,560839.6,3615571.18
2171,8,560656.98,3615735.36
2172,8,559958.52,3616365.14
2175,8,559684.98,3616609.61
2177,8,559140.69,3617092.81
2181,8,558977.04,3617624.2
2182,8,558793.63,3617505.71
2183,8,558322.32,3617820.77
2184,8,559002.23,3617629.89
2185,8,559136.27,3617772.26
2186,8,559172.62,3617776.02
2187,8,559544.52,3618021.69
2188,8,559720.56,3618067.87
2189,8,559402.82,3617921.85
2190,8,559895.73,3618244.2
2191,8,559694.3,3618071.26
2192,8,559881.23,3618255.31
2193,8,558115.68,3618004.04
2197,8,558000.56,3618229.74
2286,8,560921.42,3619921.79
2289,8,561595.33,3619852.22
2297,8,561848.32,3619800.35
2298,8,561942.6,3619696.07
2299,8,561972.06,3619706.34
2300,8,562208.5,3619785.31
2302,8,562866.84,3619719.94
2305,8,563339.15,3619595.78
2307,8,563357.94,3619294.58
2309,8,563316.53,3618984.12
2332,8,557228.06,3618803.96
2363,8,557937.03,3618242.23
2557,8,561343.64,3616532.23
2606,8,563121.24,3617101.54
2608,8,563093.39,3616866.12
2610,8,563053.45,3616438.6
2623,8,559405.68,3618619.96
2625,8,559408.83,3618578.74
2630,8,560183.33,3618489.05
2631,8,563168.14,3618750.36
2632,8,563276.42,3618600.39
2633,8,563148.44,3618707.67
2635,8,563230.67,3618233.37
2638,8,562829.16,3618667.51
2639,8,562652.11,3618681.02
2640,8,562255.11,3618627.75
2641,8,562392.82,3618610.55
2642,8,561893.72,3619223.49
2643,8,561863.94,3619218.09
2644,8,561807,3618683.82
2645,8,561943.5,3618589.11
2646,8,561776.07,3618682.97
2647,8,561649.12,3618553.02
2648,8,562036.45,3618563.97
2649,8,561721.61,3618275.32
2650,8,561721.21,3618400.93
2651,8,561637.55,3618515.15
2652,8,561649.67,3617951.38
2653,8,561616.53,3617929
2654,8,561344.17,3618483.07
2655,8,561496.13,3617313.19
2656,8,561457.89,3616948
2658,8,561288.9,3616455.51
2659,8,561208.43,3616124.98
2660,8,561200.98,3616193.11
2661,8,561133.54,3618483.99
2663,8,561127.47,3618449.47
2664,8,560734.87,3618487.75
2665,8,560796.91,3618443.12
2667,8,560411.51,3618468.38
2668,8,559845.77,3618523.49
2669,8,559728.4,3618495.73
2670,8,559599.38,3618534.2
2671,8,559703.01,3618820.29
2672,8,559424.69,3618512.65
2674,8,559616.82,3618798.71
2675,8,560091.01,3618998.46
2676,8,560028.38,3619001.74
2677,8,560395.63,3619322.25
2678,8,560304.4,3619298.08
2679,8,560740.63,3619507.16
2680,8,560677.88,3619516.2
2681,8,561247.34,3619609.16
2682,8,561140.64,3619615.6
2683,8,559981.47,3619102.34
2684,8,559925.44,3619114.97
2685,8,559738.17,3619037.46
2686,8,559626,3619064.28
2687,8,559339.2,3619048.15
2688,8,559373.42,3619077.51
2689,8,558977.51,3619047.11
2690,8,559002.63,3619077.86
2691,8,558918.26,3618732.8
2695,8,558249.95,3618318.23
2696,8,558248.06,3618335.4
2705,8,562456.96,3615949.37
2707,8,560845.64,3616484.05
2730,8,560756.91,3615646.83
2733,8,561133.93,3616714.08
2774,8,559404.78,3616856.92
2777,8,560729,3615671.5
2778,8,558801.32,3617490.24
2779,8,559373.19,3617923.11
2780,8,561582.85,3619778.42
2794,8,562961.3,3617399.08
2796,8,563022.18,3617496.47
2801,8,561144.86,3616719.47
2819,8,561517.59,3617268.87
2822,8,561565.1,3617559.29
2823,8,561554.33,3617604.12
2900,8,560937.46,3616891.92
2901,8,560905.96,3616937.07
2902,8,560401.91,3617116.47
2904,8,561032.07,3616812.68
2916,8,560786.83,3617087.33
2939,8,561445.11,3617044.59
2941,8,560242.68,3618517.68
2950,8,560812.71,3617070.42
2951,8,561088.78,3616783.31
2952,8,560688.81,3617202.8
2953,8,560413.01,3617111.22
2958,8,560223.51,3616993.22
2960,8,560676.22,3617191.86
2971,8,557562.67,3618595.26
2972,8,558004.55,3618575.65
2973,8,558301.19,3618562.42
2974,8,558533.24,3618552.15
2975,8,558627.48,3618578.42
2976,8,558218.42,3618595.97
2977,8,557959.84,3618607.54
2978,8,557598.59,3618624.07
1480,14,564720.22,3617647.73
1481,14,564766.72,3617962.99
1483,14,564869.37,3618882.27
1484,14,564920.68,3619306.44
1485,14,564960.52,3619620.88
1492,14,564722.72,3617882.66
1748,14,570390.53,3619284.7
1876,14,570750.46,3619165.2
1877,14,570442.34,3619049.7
1878,14,566246.23,3617835.05
2218,14,566398.94,3618494.82
2324,14,565085.92,3619507.07
2325,14,565139.13,3619538.57
2326,14,565454.83,3619505.73
2327,14,565397.71,3619540.49
2328,14,565676.79,3619503.64
2338,14,566084.52,3617836.41
2339,14,566131.86,3617794.6
2595,14,565439.24,3617673.39
2596,14,565176.76,3617645.06
2598,14,564894.97,3617615.94
2692,14,570832.07,3619314.56
2697,14,570952.58,3619383.04
2704,14,570581.67,3619730.62
2716,14,565098.03,3618387.55
2717,14,570430.46,3619787.75
2718,14,565297.32,3618301.6
2719,14,565519.77,3618143.43
2720,14,565531.34,3618165.56
2721,14,565564.8,3617796.61
2732,14,570019.27,3619657.58
2734,14,569204.49,3619229.7
2736,14,568939.23,3619217.54
2751,14,568541.95,3619090.29
2769,14,566125.03,3617763.96
2827,14,564975.78,3618491.29
2831,14,565686.8,3618059.61
2832,14,566005.16,3617886.33
2847,14,564867.87,3620059.08
2848,14,565304.98,3620230.01
2868,14,567907.08,3619204.23
2875,14,568537.14,3619066.09
2894,14,565673.01,3619536.21
2903,14,568945.1,3619209.49
2905,14,569221.9,3619220.5
2929,14,570039.68,3619687.32
2954,14,570441.17,3619771.09
2955,14,570583.53,3619718.77
2956,14,568145.17,3619120.05
2980,14,566005.01,3618644.41
2981,14,565689.17,3618664.93
2982,14,565248.62,3618765.25
2983,14,564934.12,3618827.82
2990,14,564957.71,3618803.58
2991,14,565264.56,3618736.64
2992,14,565829.43,3618618.52
2993,14,566161.5,3618552.22
3000,14,570941.73,3619380.2
3007,14,570820.95,3619323.01
3048,14,570537.78,3619324.22
3101,14,568903.79,3621070.17
3102,14,569242.01,3620543.37
3103,14,569180.11,3620470.54
3165,14,569264.46,3620388.76
3166,14,568866.17,3621035.54
3167,14,568754.89,3620838.65
3168,14,568597.55,3620526.15
3169,14,568587.67,3620545.48
3170,14,568316.28,3620025.76
3171,14,568209.35,3619778.24
3172,14,568151.85,3619703.13
3173,14,568133.21,3619633.6
3174,14,567866.11,3619342.97
3175,14,567957.65,3619430.18
3176,14,567533.29,3619106.78
3177,14,567535.35,3619134.62
3178,14,567233.85,3618895.22
3179,14,567216.78,3618910.73
3180,14,567006.23,3618733.7
3181,14,566982.53,3618745.96
3182,14,566774.67,3618531.15
3183,14,566742.61,3618530.93
3184,14,566579.69,3618322.64
3185,14,566561.76,3618340.15
3186,14,566471.89,3618210.83
3187,14,566415.05,3618187.5
3188,14,566300.16,3618027.76
3189,14,566240.42,3617990.22
3268,14,564695.14,3617683.27
3641,14,566857.02,3617825.84
3840,14,568336.81,3620024.35
3841,14,568506.8,3620353.35
3842,14,569202.3,3620782.45
3843,14,569426.99,3620533.46
3844,14,569209.22,3620785.04
4045,14,567124.92,3617856.02
4069,14,567534.86,3617910.24
1439,6,569749.73,3608600.26
1440,6,569494.04,3608574.2
1441,6,569421.25,3608610.94
1442,6,568638.27,3608893.54
1445,6,570591.19,3606771.18
1446,6,570894.21,3606983.75
1447,6,571222.98,3607177.66
1448,6,570883.46,3606991.99
1450,6,570586.25,3606778.8
1505,6,562755.43,3606888.67
1551,6,562340.56,3609498.73
1674,6,567019.45,3610043.26
1675,6,567892.98,3609228.68
1676,6,569027.75,3608174.07
1678,6,568896,3607632.6
1679,6,569020.03,3606930.37
1680,6,569416.15,3606822.14
1681,6,569682.82,3607003.71
1682,6,569857.34,3607047.28
1683,6,569408.4,3606843.6
1684,6,569040.96,3606929.18
1685,6,569058.96,3607380.52
1686,6,569382.49,3607128.22
1688,6,567945.95,3608352.56
1713,6,569602.87,3607069.45
1714,6,569203.28,3607299.59
1780,6,565580.58,3608164.56
1781,6,564367.67,3607354.8
1782,6,563660.92,3607360.47
1783,6,563439.81,3606863.84
1784,6,563197.49,3606480.39
1785,6,563119.11,3606556.83
1786,6,563097.09,3606537.29
1787,6,563687.3,3607358.97
1788,6,564406.39,3607374.79
1886,6,569160.1,3607626.89
1889,6,567185.15,3609914.77
1890,6,567186.63,3609917.78
1891,6,567187.83,3609920.56
1892,6,567189.5,3609923.67
1893,6,567190.79,3609926.34
1899,6,562897.5,3605996.81
1900,6,562883.92,3605978.21
2054,6,563286.1,3609361.01
2114,6,570301.31,3606782.77
2124,6,563399.74,3609579.9
2125,6,565039.32,3611132.66
2140,6,562385.15,3608819.87
2148,6,565578.54,3610001.52
2154,6,565028.31,3609930.18
2196,6,562720,3611848.81
2229,6,568965.99,3607823.88
2237,6,565068.12,3610772.55
2238,6,565119.03,3610317.9
2315,6,563350.52,3609587.91
