station_code,line,order,go_back,station_name,geo_width,geo_length,station_type,roate_type,in_terminal
3169,1,1,go,????-157-57,51.731912,32.720558,od,normal,no
3170,1,2,go,???? ???? ?????,51.728978,32.715887,normal,normal,no
3172,1,3,go,?????,51.727200,32.712987,normal,normal,no
3175,1,4,go,??? ??????,51.725108,32.710537,normal,normal,no
3177,1,5,go,?????,51.720581,32.707897,normal,normal,no
3179,1,6,go,??????,51.717166,32.705897,normal,normal,no
3181,1,7,go,?????,51.714655,32.704425,normal,normal,no
3183,1,8,go,?????,51.712080,32.702500,normal,normal,no
3185,1,9,go,?? ?????,51.710137,32.700790,normal,normal,no
3187,1,10,go,?????,51.708561,32.699422,normal,normal,no
3189,1,11,go,?? ?????,51.706684,32.697653,normal,normal,no
2338,1,12,go,????? ????,51.705010,32.696275,normal,normal,no
2426,1,13,go,????? ????,51.703014,32.694521,normal,normal,no
2784,1,14,go,?????? ????,51.702128,32.693692,normal,normal,no
2584,1,15,go,?????,51.699667,32.691472,normal,normal,no
2586,1,16,go,?? ??? ??????,51.697467,32.689508,normal,normal,no
2588,1,17,go,??????,51.696302,32.688485,normal,normal,no
2737,1,18,go,?????,51.692867,32.685660,normal,normal,no
2873,1,19,go,?????? ??? ???????,51.690875,32.684104,normal,normal,no
2781,1,20,go,????? ???,51.688487,32.679764,normal,normal,no
1356,1,21,go,????? ???,51.688019,32.677728,normal,normal,no
1371,1,22,go,???? ??? ???? ????,51.687024,32.673429,normal,normal,no
1372,1,23,go,????? ???? ??? ?,51.686739,32.671897,normal,normal,no
1358,1,24,go,????????,51.684734,32.663338,normal,normal,no
1247,1,25,go,???? ??? ??? ???,51.683853,32.659445,normal,normal,no
1248,1,26,go,??? ??????,51.682955,32.655628,normal,normal,no
1361,1,27,go,??? ????,51.682329,32.652989,normal,normal,no
1362,1,28,go,???? ??? ?????,51.681382,32.648787,normal,normal,no
1363,1,29,go,?????? ?????,51.681673,32.644946,normal,normal,no
1364,1,30,go,????? ?????,51.682740,32.641374,normal,normal,no
1224,1,31,go,?????,51.685326,32.638599,normal,normal,no
1225,1,32,go,?? ?????,51.689353,32.639232,normal,normal,no
1226,1,33,go,????? ???????,51.692766,32.640003,normal,normal,no
1226,1,34,go,????? ???????,51.692766,32.640003,normal,normal,no
1227,1,1,back,????? ???????-1,51.693389,32.640658,od,normal,no
1228,1,2,back,?? ?????,51.688306,32.639354,normal,normal,no
1365,1,3,back,?????? ?????,51.683695,32.639294,normal,normal,no
1366,1,4,back,????? ?????,51.683087,32.641410,normal,normal,no
1367,1,5,back,???????,51.682467,32.643359,normal,normal,no
1368,1,6,back,?????? ?????,51.681577,32.646380,normal,normal,no
1369,1,7,back,???? ??? ?????,51.681863,32.650106,normal,normal,no
1243,1,8,back,??? ????,51.682540,32.652919,normal,normal,no
1235,1,9,back,??? ??????,51.683192,32.655751,normal,normal,no
1705,1,10,back,???? ??? ??? ???,51.683979,32.659202,normal,normal,no
1359,1,11,back,?????? ????,51.684459,32.661238,normal,normal,no
1360,1,12,back,????????,51.685042,32.663759,normal,normal,no
1646,1,13,back,???? ??? ???? ????,51.687142,32.672924,normal,normal,no
1241,1,14,back,????? ???,51.688034,32.676781,normal,normal,no
2592,1,15,back,?????? ????,51.688587,32.679023,normal,normal,no
2589,1,16,back,?????? ??? ???????,51.690911,32.683795,normal,normal,no
2782,1,17,back,?????,51.693411,32.685846,normal,normal,no
2585,1,18,back,?? ??? ??????,51.697580,32.689300,normal,normal,no
2583,1,19,back,?????,51.699072,32.690643,normal,normal,no
2783,1,20,back,?????? ????,51.701865,32.693095,normal,normal,no
2339,1,21,back,????? ????,51.705512,32.695895,normal,normal,no
3188,1,22,back,?? ?????,51.707324,32.697988,normal,normal,no
3186,1,23,back,?????,51.709169,32.699629,normal,normal,no
3184,1,24,back,?? ?????,51.710327,32.700631,normal,normal,no
3182,1,25,back,?????,51.712422,32.702500,normal,normal,no
3180,1,26,back,?????,51.714907,32.704313,normal,normal,no
3178,1,27,back,??????,51.717347,32.705756,normal,normal,no
3176,1,28,back,?????,51.720557,32.707646,normal,normal,no
3174,1,29,back,??? ??????,51.724125,32.709756,normal,normal,no
3173,1,30,back,????,51.726996,32.712361,normal,normal,no
3171,1,31,back,?????,51.727819,32.713661,normal,normal,no
3840,1,32,back,???? ???? ?????,51.729197,32.715873,normal,normal,no
3841,1,33,back,????????,51.731035,32.718830,normal,normal,no
3168,1,34,back,????,51.732016,32.720383,normal,normal,no
3194,4,1,go,?????-4,51.725886,32.693692,od,normal,no
3198,4,2,go,????,51.720393,32.694683,normal,normal,no
3200,4,3,go,???? ???,51.718462,32.692902,normal,normal,no
3204,4,4,go,???? ???? ??????,51.715260,32.690965,normal,normal,no
3206,4,5,go,???? ?????,51.713021,32.689804,normal,normal,no
2581,4,6,go,??????? ????? 10,51.709892,32.688182,normal,normal,no
2576,4,7,go,????? ??????,51.707891,32.687162,normal,normal,no
2574,4,8,go,???? ???????,51.706049,32.686309,normal,normal,no
2573,4,9,go,???? ??????,51.704007,32.685270,normal,normal,no
2807,4,10,go,???? ???? ??? ?,51.702475,32.684482,normal,normal,no
2118,4,11,go,????? ??? ??????,51.701034,32.683000,normal,normal,no
2170,4,12,go,????? ???? ??????,51.702580,32.681444,normal,normal,no
2563,4,13,go,???? ??? ?????,51.699790,32.680217,normal,normal,no
2565,4,14,go,???? ???? ???? ?,51.695622,32.679368,normal,normal,no
2566,4,15,go,????? ???-35-13-5-4,51.691879,32.678663,od,normal,no
2566,4,1,back,????? ???-35-13-5-4,51.691879,32.678663,od,normal,no
2568,4,2,back,???? ??? ?????,51.699229,32.679812,normal,normal,no
2206,4,3,back,????? ???? ??????,51.702697,32.680518,normal,normal,no
2961,4,4,back,???? ???? ??? ?,51.702490,32.684259,normal,normal,no
2572,4,5,back,???? ??????,51.704046,32.685055,normal,normal,no
2575,4,6,back,???? ???????,51.706035,32.686094,normal,normal,no
2577,4,7,back,????? ??????,51.708455,32.687295,normal,normal,no
2580,4,8,back,??????? ????? 10,51.710042,32.688147,normal,normal,no
3205,4,9,back,???? ?????,51.712098,32.689196,normal,normal,no
3203,4,10,back,???? ???? ??????,51.715284,32.690732,normal,normal,no
3847,4,11,back,???? ???,51.718364,32.692583,normal,normal,no
3197,4,12,back,????,51.720616,32.694685,normal,normal,no
3194,4,13,back,?????-4,51.725886,32.693692,od,normal,no
3852,5,1,go,???-149-5,51.755775,32.703288,od,normal,no
3851,5,2,go,?? ???,51.758461,32.701470,normal,normal,no
3208,5,3,go,????? ? ?????,51.754621,32.699553,normal,normal,no
1544,5,4,go,??? ??????,51.751782,32.698113,normal,normal,no
3210,5,5,go,???? ????,51.744689,32.694276,normal,normal,no
3853,5,6,go,???? ?? ????,51.741799,32.692737,normal,normal,no
3854,5,7,go,?????,51.738668,32.690868,normal,normal,no
3213,5,8,go,?? ????,51.734789,32.688855,normal,normal,no
3215,5,9,go,????,51.731385,32.687003,normal,normal,no
3217,5,10,go,??????? 17,51.729165,32.685899,normal,normal,no
3219,5,11,go,????????,51.725932,32.684388,normal,normal,no
3223,5,12,go,???? ??? ???,51.722318,32.683531,normal,normal,no
3225,5,13,go,????? ??????,51.717638,32.682568,normal,normal,no
3260,5,14,go,?????? ?????,51.714317,32.681946,normal,normal,no
2555,5,15,go,?? ?????,51.712405,32.681555,normal,normal,no
2559,5,16,go,??????,51.707430,32.680952,normal,normal,no
2561,5,17,go,?? ??????,51.704953,32.680880,normal,normal,no
2563,5,18,go,???? ??? ?????,51.699790,32.680217,normal,normal,no
2565,5,19,go,???? ???? ???? ?,51.695622,32.679368,normal,normal,no
2566,5,20,go,????? ???-35-13-5-4,51.691539,32.678529,od,normal,no
2566,5,1,back,????? ???-35-13-5-4,51.691879,32.678663,od,normal,no
2568,5,2,back,???? ??? ?????,51.699229,32.679812,normal,normal,no
2560,5,3,back,?? ??????,51.704279,32.680460,normal,normal,no
2558,5,4,back,??????,51.708474,32.680698,normal,normal,no
2556,5,5,back,?? ?????,51.712000,32.681066,normal,normal,no
3226,5,6,back,?????? ?????,51.714679,32.681804,normal,normal,no
3224,5,7,back,????? ??????,51.718158,32.682462,normal,normal,no
3222,5,8,back,???? ??? ???,51.721186,32.683077,normal,normal,no
3220,5,9,back,????? ?????,51.723029,32.683453,normal,normal,no
3218,5,10,back,????????,51.726432,32.684332,normal,normal,no
3216,5,11,back,??????? 17,51.729000,32.685543,normal,normal,no
3214,5,12,back,????,51.731743,32.687005,normal,normal,no
3212,5,13,back,?? ????,51.735139,32.688761,normal,normal,no
3849,5,14,back,?????,51.738512,32.690532,od,normal,no
3211,5,15,back,???? ?? ????,51.742480,32.692612,normal,normal,no
3209,5,16,back,???? ????,51.746023,32.694568,normal,normal,no
1509,5,17,back,??? ??????,51.752428,32.697973,normal,normal,no
3207,5,18,back,????? ? ?????,51.755119,32.699377,normal,normal,no
3850,5,19,back,?? ???,51.758993,32.701445,normal,normal,no
3852,5,20,back,???-149-5,51.755775,32.703288,od,normal,no
3892,7,1,go,????????? ????-7,51.680567,32.724565,od,normal,no
3146,7,2,go,????? ?????,51.682437,32.724588,normal,normal,no
3144,7,3,go,?????,51.682980,32.722152,normal,normal,no
3140,7,4,go,???,51.682260,32.719377,normal,normal,no
3137,7,5,go,????,51.680173,32.718283,normal,normal,no
3136,7,6,go,?????,51.680752,32.716782,normal,normal,no
3134,7,7,go,????? ????,51.681570,32.713749,normal,normal,no
2857,7,8,go,????? ??????,51.677458,32.712586,normal,normal,no
2305,7,9,go,?? ??? ??? ???,51.675843,32.712306,normal,normal,no
2307,7,10,go,????? ? ?????,51.676023,32.709588,normal,normal,no
2309,7,11,go,???? ??????,51.675560,32.706790,normal,normal,no
2632,7,12,go,???? ??????,51.675106,32.703331,normal,normal,no
2635,7,13,go,?????? ????,51.674593,32.700023,normal,normal,no
2606,7,14,go,????? ??????,51.673349,32.689820,normal,normal,no
2608,7,15,go,???? ???? ?????,51.673036,32.687698,normal,normal,no
2610,7,16,go,????? ???,51.672581,32.683844,normal,normal,no
1410,7,17,go,???? ???? ?????,51.672009,32.679393,normal,normal,no
1192,7,18,go,?????? ???????,51.671624,32.676670,normal,normal,no
1343,7,19,go,????? ????-71,51.671227,32.673980,normal,normal,no
1190,7,20,go,?????? ???????-7,51.672303,32.676660,od,normal,yes
1190,7,1,back,?????? ???????-7,51.672303,32.676660,od,normal,yes
1129,7,2,back,25 ????,51.672304,32.678907,normal,normal,no
2049,7,3,back,???? ???? ?????,51.672680,32.681211,normal,normal,no
2609,7,4,back,????? ???,51.673040,32.684034,normal,normal,no
1397,7,5,back,???? ???? ?????,51.673486,32.687635,normal,normal,no
2607,7,6,back,????? ??????,51.673733,32.689413,normal,normal,no
2612,7,7,back,???? ????,51.674974,32.697981,normal,normal,no
2634,7,8,back,?????? ????,51.675253,32.700210,normal,normal,no
2703,7,9,back,???????? ??????,51.675723,32.703825,normal,normal,no
2310,7,10,back,???? ??????,51.676123,32.706167,normal,normal,no
2306,7,11,back,????? ? ?????,51.676406,32.708992,normal,normal,no
2311,7,12,back,????? ??????,51.677663,32.712365,normal,normal,no
3891,7,13,back,????? ????,51.682242,32.714142,normal,normal,no
3135,7,14,back,?????,51.681201,32.716517,normal,normal,no
3139,7,15,back,???,51.680874,32.718816,normal,normal,no
3141,7,16,back,????????,51.682932,32.719932,normal,normal,no
3143,7,17,back,?????,51.683227,32.722037,normal,normal,no
3145,7,18,back,????? ?????,51.682917,32.724073,normal,normal,no
3148,7,19,back,???? ???????,51.680660,32.725249,normal,normal,no
3150,7,20,back,????? ? ?????,51.676063,32.727110,normal,normal,no
3651,7,21,back,??????,51.672792,32.728368,normal,normal,no
3156,7,22,back,?????,51.671785,32.726757,normal,normal,no
3155,7,23,back,????? ?????,51.670438,32.724523,normal,normal,no
3149,7,24,back,??????? ????,51.671280,32.723503,normal,normal,no
3147,7,25,back,??? ???????,51.675373,32.723937,normal,normal,no
3892,7,26,back,????????? ????-7,51.680567,32.724565,od,normal,no
2795,8,1,go,????? ???? ???????-8,51.659265,32.714976,od,normal,no
2292,8,2,go,?????,51.658470,32.716881,normal,normal,no
2294,8,3,go,???? ??????,51.658251,32.718728,normal,normal,no
2296,8,4,go,???? ????,51.657429,32.721901,normal,normal,no
2268,8,5,go,????????  ????? ?????,51.653619,32.723698,normal,normal,no
2266,8,6,go,??????,51.652318,32.725955,normal,normal,no
2263,8,7,go,???? ???????,51.650143,32.725490,normal,normal,no
1616,8,8,go,???? ?????,51.647612,32.724517,normal,normal,no
3391,8,9,go,?????? ????,51.644929,32.725523,normal,normal,no
1617,8,10,go,??????,51.642521,32.725274,normal,normal,no
1618,8,11,go,?????,51.639267,32.724806,normal,normal,no
3662,8,12,go,???? ?????,51.636201,32.722709,normal,normal,no
1619,8,13,go,??????,51.635995,32.720559,normal,normal,no
3755,8,14,go,????,51.635767,32.718643,normal,normal,no
1460,8,15,go,?????? ????,51.635429,32.716282,normal,normal,no
3116,8,16,go,???? ??????,51.630833,32.715638,normal,normal,no
1620,8,17,go,????? ?????,51.628407,32.711105,normal,normal,no
1621,8,18,go,??????,51.628380,32.705039,normal,normal,no
2975,8,19,go,???? ??????,51.625507,32.703390,normal,normal,no
2976,8,20,go,???????? ????,51.621144,32.703570,normal,normal,no
2977,8,21,go,???? ????,51.618386,32.703688,normal,normal,no
1392,8,22,go,????? ?????,51.614264,32.706587,normal,normal,no
1393,8,23,go,??????,51.613688,32.709554,normal,normal,no
2090,8,24,go,???? ???? ??? ???? ?,51.612373,32.712393,normal,normal,no
1462,8,25,go,???? ??????,51.608098,32.714473,normal,normal,no
2144,8,26,go,?????? ???? ???,51.603213,32.715376,normal,normal,no
4098,8,27,go,?????? ???? ???-8,51.601799,32.714051,od,normal,yes
4098,8,1,back,?????? ???? ???-8,51.601799,32.714051,od,normal,yes
4013,8,2,back,????? ????????,51.605326,32.715095,normal,normal,no
4061,8,3,back,???? ??????,51.608568,32.714178,normal,normal,no
2092,8,4,back,???? ???? ??? ???? ?,51.611544,32.711859,normal,normal,no
1394,8,5,back,??????,51.613499,32.709900,normal,normal,no
1395,8,6,back,????? ?????,51.614146,32.706368,normal,normal,no
2972,8,7,back,???? ????,51.618861,32.703398,normal,normal,no
2973,8,8,back,???????? ????,51.622025,32.703263,normal,normal,no
2974,8,9,back,???? ??????,51.624500,32.703158,normal,normal,no
2691,8,10,back,??????,51.628619,32.704767,normal,normal,no
1622,8,11,back,????? ?????,51.628654,32.711173,normal,normal,no
2095,8,12,back,???? ??????,51.630272,32.715460,normal,normal,no
1463,8,13,back,?????? ????,51.635677,32.716368,normal,normal,no
3335,8,14,back,????,51.635894,32.718434,normal,normal,no
3726,8,15,back,??????,51.636209,32.720850,normal,normal,no
3727,8,16,back,???? ?????,51.636599,32.723058,normal,normal,no
4046,8,17,back,???? ??????,51.638797,32.724599,normal,normal,no
4047,8,18,back,???? ?????,51.641757,32.725053,normal,normal,no
3390,8,19,back,?????? ????,51.644928,32.725388,normal,normal,no
2261,8,20,back,???? ?????,51.647653,32.724310,normal,normal,no
2264,8,21,back,???? ???????,51.650180,32.725307,normal,normal,no
2265,8,22,back,??????,51.652538,32.725622,normal,normal,no
2267,8,23,back,????????  ????? ?????,51.653429,32.723754,normal,normal,no
4070,8,24,back,?????,51.655804,32.722671,normal,normal,no
2295,8,25,back,???? ????,51.657508,32.720974,normal,normal,no
2293,8,26,back,???? ??????,51.658241,32.717791,normal,normal,no
2074,8,27,back,????? ???? ???????,51.658128,32.715414,normal,normal,no
1635,8,28,back,????? ???? ???????-?????,51.659488,32.714274,normal,normal,no
2795,8,29,back,????? ???? ???????-8,51.659265,32.714976,od,normal,no
1101,9,1,go,????? ??????  ??????-57-9,51.651086,32.674353,od,normal,no
1102,9,2,go,?????,51.655899,32.674043,normal,normal,no
1103,9,3,go,?????,51.659284,32.673590,normal,normal,no
1104,9,4,go,?????,51.662457,32.673145,normal,normal,no
1105,9,5,go,?????,51.664388,32.672879,normal,normal,no
1106,9,6,go,????????,51.666654,32.672572,normal,normal,no
1703,9,7,go,????? ????,51.670206,32.672063,normal,normal,no
1107,9,8,go,???? ????,51.670874,32.671013,normal,normal,no
1108,9,9,go,??? ????,51.670424,32.667704,normal,normal,no
1109,9,10,go,???? ????,51.669868,32.663546,normal,normal,no
1110,9,11,go,???? ???? ???? ?,51.669252,32.658944,normal,normal,no
1303,9,12,go,????? ???? ???? ?-63-43-42,51.670041,32.656723,od,normal,no
1304,9,13,go,???? ???? ?????-68,51.671954,32.654558,od,normal,no
1153,9,14,go,??? ??????,51.671407,32.650054,normal,normal,no
1236,9,15,go,????????,51.670191,32.645674,od,normal,no
1236,9,1,back,????????,51.670191,32.645674,od,normal,no
1111,9,2,back,????? ??????-16,51.667244,32.646605,normal,normal,no
1144,9,3,back,????,51.665529,32.646970,normal,normal,no
1145,9,4,back,???? ????,51.665735,32.649298,normal,normal,no
1143,9,5,back,???? ??? ???,51.666139,32.654238,normal,normal,no
1302,9,6,back,???? ???,51.667032,32.657405,normal,normal,no
1116,9,7,back,???? ???? ???? ?,51.669596,32.659038,normal,normal,no
1117,9,8,back,???? ????,51.670241,32.663720,normal,normal,no
1118,9,9,back,??? ????,51.670632,32.666544,normal,normal,no
1119,9,10,back,???? ????,51.671168,32.670572,normal,normal,no
1704,9,11,back,????? ????,51.670215,32.672173,normal,normal,no
1120,9,12,back,????????,51.667506,32.672539,normal,normal,no
1121,9,13,back,?????,51.665135,32.672890,normal,normal,no
1122,9,14,back,?????,51.661969,32.673320,normal,normal,no
1123,9,15,back,?????,51.659746,32.673637,normal,normal,no
1124,9,16,back,?????,51.655067,32.674307,normal,normal,no
1125,9,17,back,????? ??????  ??????-17,51.651299,32.675604,od,normal,no
1182,9,18,back,????? ?????? ??????-????? 2,51.650457,32.674236,od,normal,no
1880,10,1,go,?????? ??? ??????? -10,51.690769,32.683341,od,normal,yes
2781,10,2,go,????? ???,51.688487,32.679764,normal,normal,no
1154,10,3,go,???????,51.685537,32.678389,normal,normal,no
1155,10,4,go,?????,51.682898,32.678539,normal,normal,no
1342,10,5,go,??? ???? ????,51.679500,32.678400,normal,normal,no
1346,10,6,go,??????,51.677216,32.677258,normal,normal,no
1345,10,7,go,?????,51.674802,32.674925,normal,normal,no
1344,10,8,go,?????? ????,51.672210,32.672710,normal,normal,no
1107,10,9,go,???? ????,51.670874,32.671013,normal,normal,no
1108,10,10,go,??? ????,51.670424,32.667704,normal,normal,no
1109,10,11,go,???? ????,51.669868,32.663546,normal,normal,no
1110,10,12,go,???? ???? ???? ?,51.669252,32.658944,normal,normal,no
1294,10,13,go,????? ???? ???? ?-26,51.668059,32.658414,od,normal,no
1298,10,14,go,???? ???,51.666265,32.657889,normal,normal,no
1740,10,15,go,?????? ??? ?????,51.666319,32.657177,normal,normal,no
1741,10,16,go,???? ??? ???,51.665875,32.654261,normal,normal,no
1148,10,17,go,???? ??? ???,51.665751,32.653058,normal,normal,no
1147,10,18,go,???? ???,51.665567,32.650921,normal,normal,no
1146,10,19,go,????,51.665295,32.647923,normal,normal,no
1259,10,20,go,??? ?????,51.664095,32.645088,normal,normal,no
1260,10,21,go,?? ???,51.660170,32.644279,normal,normal,no
1261,10,22,go,?? ????,51.654629,32.644830,normal,normal,no
2476,10,23,go,????? ????,51.653459,32.640395,normal,normal,no
2472,10,24,go,???? ??? ???? ?????,51.652827,32.637247,normal,normal,no
2484,10,25,go,????? ???????,51.648619,32.637681,normal,normal,no
2480,10,26,go,?? ??? ???,51.644448,32.638134,normal,normal,no
2479,10,27,go,???? ?????,51.641889,32.638593,normal,normal,no
2701,10,28,go,?? ????,51.639370,32.635653,normal,normal,no
2494,10,29,go,??? ??????,51.638802,32.633028,normal,normal,no
1627,10,30,go,?????,51.638053,32.630237,normal,normal,no
2496,10,31,go,???? ?????,51.637201,32.626998,normal,normal,no
2389,10,32,go,????? ????,51.636363,32.624027,od,normal,no
2120,10,1,back,????? ????-10,51.636784,32.623979,od,normal,no
2497,10,2,back,???? ?????,51.637450,32.626767,normal,normal,no
2495,10,3,back,?????,51.638330,32.630068,normal,normal,no
2490,10,4,back,??? ??????,51.639239,32.633444,normal,normal,no
2487,10,5,back,?????,51.640634,32.635929,normal,normal,no
2482,10,6,back,?? ??? ???,51.644877,32.637946,normal,normal,no
2485,10,7,back,????? ???????,51.649591,32.637452,normal,normal,no
2471,10,8,back,???? ??? ???? ?????,51.652494,32.637142,normal,normal,no
2473,10,9,back,???? ??? ???? ?????,51.654065,32.637722,normal,normal,no
2797,10,10,back,????? ????,51.653600,32.640600,normal,normal,no
1216,10,11,back,?? ????,51.653893,32.644724,normal,normal,no
1217,10,12,back,?? ???,51.660403,32.644083,normal,normal,no
1218,10,13,back,??? ?????,51.663970,32.644848,normal,normal,no
1144,10,14,back,????,51.665529,32.646970,normal,normal,no
1145,10,15,back,???? ????,51.665735,32.649298,normal,normal,no
1143,10,16,back,???? ??? ???,51.666139,32.654238,normal,normal,no
1302,10,17,back,???? ???,51.667032,32.657405,normal,normal,no
1116,10,18,back,???? ???? ???? ?,51.669596,32.659038,normal,normal,no
1117,10,19,back,???? ????,51.670241,32.663720,normal,normal,no
1118,10,20,back,??? ????,51.670632,32.666544,normal,normal,no
1119,10,21,back,???? ????,51.671168,32.670572,normal,normal,no
1341,10,22,back,?????? ??? ????,51.672251,32.671844,normal,normal,no
1340,10,23,back,????????? ????,51.676421,32.671528,normal,normal,no
1339,10,24,back,?????,51.679429,32.672581,normal,normal,no
1338,10,25,back,??????,51.682894,32.674096,normal,normal,no
1337,10,26,back,???? ??? ???? ????,51.686381,32.673868,normal,normal,no
1241,10,27,back,????? ???,51.688034,32.676781,normal,normal,no
2592,10,28,back,?????? ????,51.688587,32.679023,normal,normal,no
1880,10,29,back,?????? ??? ??????? -10,51.690769,32.683341,od,normal,yes
1455,12,1,go,???? ????-12,51.649917,32.692400,od,normal,no
1456,12,2,go,?????,51.651050,32.691449,normal,normal,no
1457,12,3,go,???? ?????,51.651559,32.690756,normal,normal,no
1458,12,4,go,?????,51.652291,32.688465,normal,normal,no
1459,12,5,go,???? ???? ?????,51.652887,32.687439,normal,normal,no
2939,12,6,go,?????,51.655466,32.689401,normal,normal,no
2658,12,7,go,???? ???? ??????,51.653761,32.684096,normal,normal,no
2660,12,8,go,??? ???? ?????,51.652806,32.681734,normal,normal,no
1706,12,9,go,????? ?????? ??????,51.650970,32.677107,normal,normal,no
1182,12,10,go,????? ?????? ??????-????? 2,51.650457,32.674236,od,normal,no
2730,12,11,go,?????? ???? ?????-?????,51.648034,32.676831,normal,normal,no
2175,12,12,go,??? ?????,51.636663,32.685574,normal,normal,no
1378,12,13,go,????? ????,51.634872,32.683411,normal,normal,no
1379,12,14,go,???????,51.637160,32.680541,normal,normal,no
1380,12,15,go,????????,51.637064,32.677335,normal,normal,no
1381,12,16,go,?????? ????,51.636845,32.673580,normal,normal,no
1382,12,17,go,????? ????,51.636641,32.670500,normal,normal,no
1383,12,18,go,??? ?? ???,51.637992,32.668273,normal,normal,no
1384,12,19,go,?????? ???? ????,51.639469,32.664375,normal,normal,no
3566,12,20,go,??? ?????,51.636268,32.663967,normal,normal,no
3564,12,21,go,???? ???? ??? ?????,51.633382,32.664043,normal,normal,no
1593,12,22,go,???? ????,51.629567,32.664244,normal,normal,no
3562,12,23,go,??? ????,51.625924,32.664402,normal,normal,no
3560,12,24,go,????????,51.620810,32.664892,normal,normal,no
1594,12,25,go,?????,51.617360,32.666577,normal,normal,no
3556,12,26,go,?????? ???,51.614596,32.668576,normal,normal,no
3773,12,27,go,?????? ???,51.613117,32.666575,normal,normal,no
3772,12,28,go,?????,51.614388,32.661419,normal,normal,no
3767,12,29,go,??????,51.615255,32.657151,normal,normal,no
3770,12,30,go,?????? ???,51.615242,32.654110,normal,normal,no
3509,12,31,go,???,51.616771,32.653089,normal,normal,no
3766,12,32,go,???????,51.618691,32.652456,normal,normal,no
3257,12,33,go,???? ????,51.617991,32.649967,normal,normal,no
3765,12,1,back,????? ???-12,51.618278,32.650167,od,normal,no
3966,12,2,back,???????,51.619385,32.652883,normal,normal,no
3769,12,3,back,?????? ???,51.615671,32.654476,normal,normal,no
3768,12,4,back,??????,51.615472,32.657663,normal,normal,no
3771,12,5,back,?????,51.614720,32.661035,normal,normal,no
3774,12,6,back,?????? ???,51.613302,32.667201,normal,normal,no
3557,12,7,back,?????? ???,51.614521,32.668229,normal,normal,no
3558,12,8,back,?? ???,51.617327,32.666298,normal,normal,no
3559,12,9,back,????????,51.620963,32.664570,normal,normal,no
3561,12,10,back,??? ????,51.624619,32.664157,normal,normal,no
1595,12,11,back,???? ????,51.629665,32.663982,normal,normal,no
3563,12,12,back,???? ???? ??? ?????,51.633420,32.663783,normal,normal,no
3565,12,13,back,??? ?????,51.636340,32.663676,normal,normal,no
1385,12,14,back,?????? ???? ????,51.639675,32.664261,normal,normal,no
1386,12,15,back,??? ?? ???,51.638478,32.668081,normal,normal,no
1387,12,16,back,????? ????,51.636851,32.670557,normal,normal,no
1388,12,17,back,?????? ????,51.637059,32.673453,normal,normal,no
1389,12,18,back,????????,51.637260,32.677237,normal,normal,no
1390,12,19,back,???????,51.637340,32.680590,normal,normal,no
1391,12,20,back,????? ????,51.635353,32.683242,normal,normal,no
2173,12,21,back,?????? ???????,51.639235,32.683083,normal,normal,no
1502,12,22,back,???????,51.645756,32.678200,normal,normal,no
2167,12,23,back,????? ??????  ??????,51.648891,32.675784,od,normal,no
1182,12,24,back,????? ?????? ??????-????? 2,51.650457,32.674236,od,normal,no
1152,12,25,back,????? ??????  ??????-38-12,51.651312,32.677263,od,normal,no
2659,12,26,back,??? ???? ?????,51.652881,32.681119,normal,normal,no
2557,12,27,back,???? ???? ??????,51.654350,32.684785,normal,normal,no
1451,12,28,back,???? ???? ?????,51.653042,32.687470,normal,normal,no
1452,12,29,back,?????,51.652144,32.688962,normal,normal,no
1453,12,30,back,???? ?????,51.651680,32.690614,normal,normal,no
1454,12,31,back,?????,51.651248,32.691410,normal,normal,no
1455,12,32,back,???? ????-12,51.649917,32.692400,od,normal,no
1528,13,1,go,???? ???? ??????????-13,51.842533,32.704754,od,normal,no
3258,13,2,go,???????,51.844127,32.705457,normal,normal,no
1529,13,3,go,???? ?????,51.845785,32.706046,normal,normal,no
1530,13,4,go,????? ??????,51.847929,32.701920,normal,normal,no
1531,13,5,go,??????,51.845421,32.701412,normal,normal,no
1532,13,6,go,???? ???,51.843748,32.701448,normal,normal,no
1533,13,7,go,???? ????,51.842340,32.701555,normal,normal,no
1534,13,8,go,????????,51.841360,32.701898,normal,normal,no
1535,13,9,go,???? ??????,51.838009,32.703385,normal,normal,no
1536,13,10,go,????? ????,51.834213,32.704472,normal,normal,no
1537,13,11,go,????? ????,51.832697,32.704762,normal,normal,no
1538,13,12,go,???????,51.829182,32.704839,normal,normal,no
1539,13,13,go,????? ????,51.826568,32.704727,normal,normal,no
1540,13,14,go,???? ???,51.823325,32.704645,normal,normal,no
1541,13,15,go,?????? ???????,51.791819,32.704006,normal,normal,no
1542,13,16,go,?????? ???????,51.788162,32.704373,normal,normal,no
1543,13,17,go,????????,51.776994,32.705447,normal,normal,no
3259,13,18,go,????? ?? ???,51.759688,32.702085,normal,normal,no
3851,13,19,go,?? ???,51.758461,32.701470,normal,normal,no
3208,13,20,go,????? ? ?????,51.754621,32.699553,normal,normal,no
1544,13,21,go,??? ??????,51.751782,32.698113,normal,normal,no
3210,13,22,go,???? ????,51.744689,32.694276,normal,normal,no
3853,13,23,go,???? ?? ????,51.741799,32.692737,normal,normal,no
3854,13,24,go,?????,51.738668,32.690868,normal,normal,no
3213,13,25,go,?? ????,51.734789,32.688855,normal,normal,no
