,1,0
0,0,22557
1,0,22567
2,0,22577
3,0,22587
4,0,22597
5,0,22607
6,0,22617
7,0,22627
8,0,22637
9,0,22647
10,0,22657
11,0,22667
12,0,22677
13,0,22687
14,0,22697
15,0,22707
16,0,22717
17,0,22727
18,0,22737
19,0,22747
20,0,22757
21,0,22767
22,0,22777
23,0,22787
24,0,22797
25,0,22807
26,0,22817
27,0,22827
28,0,22837
29,0,22847
30,0,22857
31,0,22867
32,0,22877
33,0,22887
34,0,22897
35,0,22907
36,0,22917
37,0,22927
38,0,22937
39,0,22947
40,0,22957
41,0,22967
42,0,22977
43,0,22987
44,0,22997
45,0,23007
46,0,23017
47,0,23027
48,0,23037
49,0,23047
50,0,23057
51,0,23067
52,0,23077
53,0,23087
54,0,23097
55,0,23107
56,0,23117
57,0,23127
58,0,23137
59,1,23147
60,0,23157
61,0,23167
62,0,23177
63,0,23187
64,0,23197
65,0,23207
66,2,23217
67,0,23227
68,0,23237
69,0,23247
70,0,23257
71,1,23267
72,0,23277
73,0,23287
74,1,23297
75,1,23307
76,0,23317
77,0,23327
78,0,23337
79,0,23347
80,0,23357
81,0,23367
82,0,23377
83,0,23387
84,0,23397
85,0,23407
86,0,23417
87,0,23427
88,0,23437
89,0,23447
90,0,23457
91,0,23467
92,0,23477
93,0,23487
94,1,23497
95,0,23507
96,0,23517
97,0,23527
98,0,23537
99,0,23547
100,0,23557
101,0,23567
102,0,23577
103,0,23587
104,0,23597
105,0,23607
106,2,23617
107,0,23627
108,0,23637
109,0,23647
110,0,23657
111,0,23667
112,0,23677
113,0,23687
114,0,23697
115,0,23707
116,1,23717
117,0,23727
118,0,23737
119,0,23747
120,0,23757
121,0,23767
122,0,23777
123,0,23787
124,2,23797
125,0,23807
126,0,23817
127,0,23827
128,0,23837
129,0,23847
130,0,23857
131,0,23867
132,0,23877
133,0,23887
134,0,23897
135,0,23907
136,0,23917
137,0,23927
138,0,23937
139,0,23947
140,0,23957
141,0,23967
142,0,23977
143,0,23987
144,0,23997
145,0,24007
146,0,24017
147,0,24027
148,0,24037
149,0,24047
150,0,24057
151,0,24067
152,0,24077
153,0,24087
154,0,24097
155,0,24107
156,0,24117
157,1,24127
158,0,24137
159,0,24147
160,0,24157
161,0,24167
162,0,24177
163,0,24187
164,0,24197
165,0,24207
166,0,24217
167,0,24227
168,0,24237
169,0,24247
170,0,24257
171,0,24267
172,0,24277
173,0,24287
174,1,24297
175,1,24307
176,0,24317
177,0,24327
178,0,24337
179,0,24347
180,0,24357
181,0,24367
182,0,24377
183,0,24387
184,0,24397
185,0,24407
186,0,24417
187,0,24427
188,0,24437
189,0,24447
190,0,24457
191,0,24467
192,0,24477
193,0,24487
194,0,24497
195,0,24507
196,0,24517
197,0,24527
198,0,24537
199,0,24547
200,0,24557
201,0,24567
202,0,24577
203,0,24587
204,0,24597
205,0,24607
206,0,24617
207,0,24627
208,0,24637
209,0,24647
210,0,24657
211,0,24667
212,1,24677
213,0,24687
214,0,24697
215,0,24707
216,0,24717
217,0,24727
218,0,24737
219,0,24747
220,0,24757
221,0,24767
222,0,24777
223,0,24787
224,0,24797
225,0,24807
226,0,24817
227,0,24827
228,0,24837
229,0,24847
230,0,24857
231,1,24867
232,0,24877
233,0,24887
234,0,24897
235,0,24907
236,0,24917
237,0,24927
238,0,24937
239,0,24947
240,0,24957
241,0,24967
242,0,24977
243,0,24987
244,0,24997
245,0,25007
246,1,25017
247,0,25027
248,0,25037
249,0,25047
250,0,25057
251,0,25067
252,0,25077
253,0,25087
254,0,25097
255,0,25107
256,0,25117
257,0,25127
258,0,25137
259,0,25147
260,0,25157
261,0,25167
262,0,25177
263,0,25187
264,1,25197
265,0,25207
266,0,25217
267,0,25227
268,0,25237
269,0,25247
270,0,25257
271,0,25267
272,0,25277
273,0,25287
274,0,25297
275,0,25307
276,0,25317
277,0,25327
278,0,25337
279,0,25347
280,0,25357
281,0,25367
282,0,25377
283,0,25387
284,0,25397
285,0,25407
286,0,25417
287,0,25427
288,0,25437
289,0,25447
290,0,25457
291,0,25467
292,0,25477
293,0,25487
